Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2013/14

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Markaryd;0767;Kronobergs län;07;Kommunal;99;74,7;80,8;201,6;
Mellerud;1461;Västra Götalands län;14;Samtliga;103;77,7;82,5;208,3;
Mellerud;1461;Västra Götalands län;14;Kommunal;103;77,7;82,5;208,3;
Mjölby;0586;Östergötlands län;05;Samtliga;262;67,6;80,2;195,9;
Mjölby;0586;Östergötlands län;05;Kommunal;262;67,6;80,2;195,9;
Mora;2062;Dalarnas län;20;Samtliga;195;72,8;79,0;201,2;
Mora;2062;Dalarnas län;20;Kommunal;195;72,8;79,0;201,2;
Motala;0583;Östergötlands län;05;Samtliga;391;72,6;85,7;206,4;
Motala;0583;Östergötlands län;05;Kommunal;332;70,2;84,3;204,6;
Motala;0583;Östergötlands län;05;Enskild;59;86,4;~100;216,2;
Mullsjö;0642;Jönköpings län;06;Samtliga;69;91,3;~100;205,5;
Mullsjö;0642;Jönköpings län;06;Kommunal;69;91,3;~100;205,5;
Munkedal;1430;Västra Götalands län;14;Samtliga;107;72,0;86,0;198,1;
Munkedal;1430;Västra Götalands län;14;Kommunal;107;72,0;86,0;198,1;
Munkfors;1762;Värmlands län;17;Samtliga;30;56,7;83,3;186,8;
Munkfors;1762;Värmlands län;17;Kommunal;30;56,7;83,3;186,8;
Mölndal;1481;Västra Götalands län;14;Samtliga;707;79,2;89,4;218,9;
Mölndal;1481;Västra Götalands län;14;Kommunal;658;78,9;89,7;217,8;
Mölndal;1481;Västra Götalands län;14;Enskild;49;83,7;85,7;234,6;
Mönsterås;0861;Kalmar län;08;Samtliga;144;67,4;81,9;197,5;
Mönsterås;0861;Kalmar län;08;Kommunal;144;67,4;81,9;197,5;
Mörbylånga;0840;Kalmar län;08;Samtliga;144;93,1;96,5;217,0;
Mörbylånga;0840;Kalmar län;08;Kommunal;114;92,1;95,6;212,3;
Mörbylånga;0840;Kalmar län;08;Enskild;30;96,7;100,0;234,6;
Nacka;0182;Stockholms län;01;Samtliga;1 177;88,4;94,5;242,0;
Nacka;0182;Stockholms län;01;Kommunal;819;86,4;93,2;236,8;
Nacka;0182;Stockholms län;01;Enskild;358;93,0;97,5;253,8;
Nora;1884;Örebro län;18;Samtliga;132;78,0;87,9;199,6;
Nora;1884;Örebro län;18;Kommunal;132;78,0;87,9;199,6;
Norberg;1962;Västmanlands län;19;Samtliga;69;78,3;85,5;205,6;
Norberg;1962;Västmanlands län;19;Kommunal;69;78,3;85,5;205,6;
Nordanstig;2132;Gävleborgs län;21;Samtliga;61;65,6;78,7;198,0;
Nordanstig;2132;Gävleborgs län;21;Kommunal;53;66,0;79,2;197,7;
Nordanstig;2132;Gävleborgs län;21;Enskild;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;69;66,7;78,3;197,8;
Nordmaling;2401;Västerbottens län;24;Kommunal;69;66,7;78,3;197,8;
Norrköping;0581;Östergötlands län;05;Samtliga;1 405;73,6;82,3;202,8;
Norrköping;0581;Östergötlands län;05;Kommunal;996;69,2;78,4;197,4;
Norrköping;0581;Östergötlands län;05;Enskild;409;84,5;91,9;215,8;
Norrtälje;0188;Stockholms län;01;Samtliga;548;76,3;85,6;212,9;
Norrtälje;0188;Stockholms län;01;Kommunal;470;77,2;85,1;211,5;
Norrtälje;0188;Stockholms län;01;Enskild;78;70,5;88,5;220,8;
Norsjö;2417;Västerbottens län;24;Samtliga;49;75,5;77,6;204,6;
Norsjö;2417;Västerbottens län;24;Kommunal;49;75,5;77,6;204,6;
Nybro;0881;Kalmar län;08;Samtliga;183;83,6;87,4;212,8;
Nybro;0881;Kalmar län;08;Kommunal;183;83,6;87,4;212,8;
Nykvarn;0140;Stockholms län;01;Samtliga;107;90,7;~100;226,1;
Nykvarn;0140;Stockholms län;01;Kommunal;107;90,7;~100;226,1;
Nyköping;0480;Södermanlands län;04;Samtliga;569;74,9;85,2;209,4;
Nyköping;0480;Södermanlands län;04;Kommunal;412;71,1;83,0;205,5;
Nyköping;0480;Södermanlands län;04;Enskild;157;84,7;91,1;219,6;
Nynäshamn;0192;Stockholms län;01;Samtliga;239;75,7;85,8;202,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;239;75,7;85,8;202,0;
Nässjö;0682;Jönköpings län;06;Samtliga;334;69,2;79,9;198,3;
Nässjö;0682;Jönköpings län;06;Kommunal;334;69,2;79,9;198,3;
Ockelbo;2101;Gävleborgs län;21;Samtliga;57;89,5;89,5;218,6;
Ockelbo;2101;Gävleborgs län;21;Kommunal;57;89,5;89,5;218,6;
Olofström;1060;Blekinge län;10;Samtliga;143;79,7;87,4;198,3;
Olofström;1060;Blekinge län;10;Kommunal;143;79,7;87,4;198,3;
Orsa;2034;Dalarnas län;20;Samtliga;56;67,9;76,8;184,7;
Orsa;2034;Dalarnas län;20;Kommunal;56;67,9;76,8;184,7;
Orust;1421;Västra Götalands län;14;Samtliga;181;70,2;84,5;209,7;
Orust;1421;Västra Götalands län;14;Kommunal;172;69,2;84,3;206,6;
Orust;1421;Västra Götalands län;14;Enskild;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;159;69,8;81,1;196,1;
Osby;1273;Skåne län;12;Kommunal;159;69,8;81,1;196,1;
Oskarshamn;0882;Kalmar län;08;Samtliga;242;79,3;85,1;202,8;
Oskarshamn;0882;Kalmar län;08;Kommunal;242;79,3;85,1;202,8;
Ovanåker;2121;Gävleborgs län;21;Samtliga;112;62,5;74,1;194,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;112;62,5;74,1;194,3;
Oxelösund;0481;Södermanlands län;04;Samtliga;58;63,8;84,5;181,9;
Oxelösund;0481;Södermanlands län;04;Kommunal;58;63,8;84,5;181,9;
Pajala;2521;Norrbottens län;25;Samtliga;57;73,7;77,2;221,4;
Pajala;2521;Norrbottens län;25;Kommunal;56;73,2;76,8;221,9;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;448;85,7;93,1;223,4;
Partille;1402;Västra Götalands län;14;Kommunal;429;85,3;93,0;222,7;
Partille;1402;Västra Götalands län;14;Enskild;19;94,7;~100;238,7;
Perstorp;1275;Skåne län;12;Samtliga;69;71,0;84,1;206,0;
Perstorp;1275;Skåne län;12;Kommunal;69;71,0;84,1;206,0;
Piteå;2581;Norrbottens län;25;Samtliga;424;89,4;95,3;218,4;
Piteå;2581;Norrbottens län;25;Kommunal;424;89,4;95,3;218,4;
Ragunda;2303;Jämtlands län;23;Samtliga;55;63,6;70,9;188,1;
Ragunda;2303;Jämtlands län;23;Kommunal;55;63,6;70,9;188,1;
Robertsfors;2409;Västerbottens län;24;Samtliga;62;66,1;74,2;197,9;
Robertsfors;2409;Västerbottens län;24;Kommunal;62;66,1;74,2;197,9;
Ronneby;1081;Blekinge län;10;Samtliga;262;77,9;85,9;211,7;
Ronneby;1081;Blekinge län;10;Kommunal;201;76,6;85,6;211,5;
Ronneby;1081;Blekinge län;10;Enskild;61;82,0;86,9;212,1;
Rättvik;2031;Dalarnas län;20;Samtliga;97;90,7;94,8;216,0;
Rättvik;2031;Dalarnas län;20;Kommunal;97;90,7;94,8;216,0;
Sala;1981;Västmanlands län;19;Samtliga;214;76,6;87,4;208,3;
Sala;1981;Västmanlands län;19;Kommunal;214;76,6;87,4;208,3;
Salem;0128;Stockholms län;01;Samtliga;229;79,9;89,1;227,5;
Salem;0128;Stockholms län;01;Kommunal;204;79,4;88,7;228,5;
Salem;0128;Stockholms län;01;Enskild;25;84,0;~100;218,7;
Sandviken;2181;Gävleborgs län;21;Samtliga;355;62,8;74,9;189,5;
Sandviken;2181;Gävleborgs län;21;Kommunal;323;63,5;74,9;190,7;
Sandviken;2181;Gävleborgs län;21;Enskild;32;56,3;75,0;178,0;
Sigtuna;0191;Stockholms län;01;Samtliga;471;81,7;87,5;221,8;
Sigtuna;0191;Stockholms län;01;Kommunal;348;78,4;84,8;216,6;
Sigtuna;0191;Stockholms län;01;Enskild;123;91,1;95,1;236,5;
Simrishamn;1291;Skåne län;12;Samtliga;205;81,0;88,8;220,0;
Simrishamn;1291;Skåne län;12;Kommunal;158;79,7;86,7;213,1;
Simrishamn;1291;Skåne län;12;Enskild;47;85,1;~100;242,8;
Sjöbo;1265;Skåne län;12;Samtliga;158;66,5;81,0;204,2;
Sjöbo;1265;Skåne län;12;Kommunal;152;67,8;81,6;205,5;
Sjöbo;1265;Skåne län;12;Enskild;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;184;81,5;86,4;212,9;
Skara;1495;Västra Götalands län;14;Kommunal;163;81,0;85,3;213,2;
Skara;1495;Västra Götalands län;14;Enskild;21;85,7;~100;211,2;
Skellefteå;2482;Västerbottens län;24;Samtliga;789;79,7;86,4;205,3;
Skellefteå;2482;Västerbottens län;24;Kommunal;766;79,5;86,3;205,1;
Skellefteå;2482;Västerbottens län;24;Enskild;23;87,0;~100;213,7;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;25;88,0;~100;226,6;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;25;88,0;~100;226,6;
Skurup;1264;Skåne län;12;Samtliga;158;78,5;90,5;216,9;
Skurup;1264;Skåne län;12;Kommunal;158;78,5;90,5;216,9;
Skövde;1496;Västra Götalands län;14;Samtliga;550;76,7;87,6;209,0;
Skövde;1496;Västra Götalands län;14;Kommunal;546;77,3;87,9;209,5;
Skövde;1496;Västra Götalands län;14;Enskild;..;.;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;84;64,3;81,0;184,3;
Smedjebacken;2061;Dalarnas län;20;Kommunal;84;64,3;81,0;184,3;
Sollefteå;2283;Västernorrlands län;22;Samtliga;177;72,3;83,1;200,1;
Sollefteå;2283;Västernorrlands län;22;Kommunal;177;72,3;83,1;200,1;
Sollentuna;0163;Stockholms län;01;Samtliga;807;88,2;93,7;241,2;
Sollentuna;0163;Stockholms län;01;Kommunal;662;87,3;92,7;240,4;
Sollentuna;0163;Stockholms län;01;Enskild;145;92,4;~100;244,6;
Solna;0184;Stockholms län;01;Samtliga;411;79,6;89,8;225,4;
Solna;0184;Stockholms län;01;Kommunal;293;80,2;91,8;225,2;
Solna;0184;Stockholms län;01;Enskild;118;78,0;84,7;226,0;
Sorsele;2422;Västerbottens län;24;Samtliga;34;50,0;64,7;151,2;
Sorsele;2422;Västerbottens län;24;Kommunal;34;50,0;64,7;151,2;
Sotenäs;1427;Västra Götalands län;14;Samtliga;94;90,4;~100;216,1;
Sotenäs;1427;Västra Götalands län;14;Kommunal;94;90,4;~100;216,1;
Staffanstorp;1230;Skåne län;12;Samtliga;246;76,0;86,2;214,2;
Staffanstorp;1230;Skåne län;12;Kommunal;229;76,9;86,0;214,5;
Staffanstorp;1230;Skåne län;12;Enskild;17;64,7;~100;209,4;
Stenungsund;1415;Västra Götalands län;14;Samtliga;292;83,2;90,8;211,0;
Stenungsund;1415;Västra Götalands län;14;Kommunal;281;82,9;90,7;209,6;
Stenungsund;1415;Västra Götalands län;14;Enskild;11;90,9;~100;245,0;
Stockholm;0180;Stockholms län;01;Samtliga;8 088;77,3;87,2;229,3;
Stockholm;0180;Stockholms län;01;Kommunal;5 440;77,0;85,7;225,2;
Stockholm;0180;Stockholms län;01;Enskild;2 648;78,1;90,4;238,1;
Storfors;1760;Värmlands län;17;Samtliga;57;75,4;82,5;204,9;
Storfors;1760;Värmlands län;17;Kommunal;44;75,0;79,5;199,9;
Storfors;1760;Värmlands län;17;Enskild;13;76,9;~100;221,3;
Storuman;2421;Västerbottens län;24;Samtliga;67;70,1;85,1;199,3;
Storuman;2421;Västerbottens län;24;Kommunal;67;70,1;85,1;199,3;
Strängnäs;0486;Södermanlands län;04;Samtliga;372;80,4;90,6;214,9;
Strängnäs;0486;Södermanlands län;04;Kommunal;223;70,9;86,5;203,9;
Strängnäs;0486;Södermanlands län;04;Enskild;149;94,6;96,6;230,9;
Strömstad;1486;Västra Götalands län;14;Samtliga;105;85,7;86,7;218,6;
Strömstad;1486;Västra Götalands län;14;Kommunal;105;85,7;86,7;218,6;
Strömsund;2313;Jämtlands län;23;Samtliga;107;71,0;83,2;205,3;
Strömsund;2313;Jämtlands län;23;Kommunal;107;71,0;83,2;205,3;
Sundbyberg;0183;Stockholms län;01;Samtliga;237;74,3;84,8;222,9;
Sundbyberg;0183;Stockholms län;01;Kommunal;161;66,5;79,5;209,0;
Sundbyberg;0183;Stockholms län;01;Enskild;76;90,8;~100;252,6;
Sundsvall;2281;Västernorrlands län;22;Samtliga;927;69,8;83,7;200,7;
Sundsvall;2281;Västernorrlands län;22;Kommunal;617;61,6;76,8;185,0;
Sundsvall;2281;Västernorrlands län;22;Enskild;310;86,1;97,4;231,5;
Sunne;1766;Värmlands län;17;Samtliga;139;74,8;89,2;197,8;
Sunne;1766;Värmlands län;17;Kommunal;139;74,8;89,2;197,8;
Surahammar;1907;Västmanlands län;19;Samtliga;90;73,3;84,4;204,1;
Surahammar;1907;Västmanlands län;19;Kommunal;90;73,3;84,4;204,1;
Svalöv;1214;Skåne län;12;Samtliga;138;63,0;76,8;191,6;
Svalöv;1214;Skåne län;12;Kommunal;103;71,8;81,6;198,5;
Svalöv;1214;Skåne län;12;Enskild;35;37,1;62,9;171,3;
Svedala;1263;Skåne län;12;Samtliga;211;79,6;89,6;214,5;
Svedala;1263;Skåne län;12;Kommunal;211;79,6;89,6;214,5;
Svenljunga;1465;Västra Götalands län;14;Samtliga;108;65,7;88,0;189,7;
Svenljunga;1465;Västra Götalands län;14;Kommunal;108;65,7;88,0;189,7;
Säffle;1785;Värmlands län;17;Samtliga;172;75,0;82,6;206,2;
Säffle;1785;Värmlands län;17;Kommunal;172;75,0;82,6;206,2;
Säter;2082;Dalarnas län;20;Samtliga;100;69,0;83,0;198,4;
Säter;2082;Dalarnas län;20;Kommunal;100;69,0;83,0;198,4;
Sävsjö;0684;Jönköpings län;06;Samtliga;127;81,9;86,6;216,2;
Sävsjö;0684;Jönköpings län;06;Kommunal;119;81,5;85,7;215,9;
Sävsjö;0684;Jönköpings län;06;Enskild;..;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;248;73,4;85,5;207,0;
Söderhamn;2182;Gävleborgs län;21;Kommunal;238;74,8;85,3;207,9;
Söderhamn;2182;Gävleborgs län;21;Enskild;10;..;..;185,0;
Söderköping;0582;Östergötlands län;05;Samtliga;149;75,2;85,9;206,7;
Söderköping;0582;Östergötlands län;05;Kommunal;136;78,7;86,0;207,9;
Söderköping;0582;Östergötlands län;05;Enskild;13;..;~100;193,1;
Södertälje;0181;Stockholms län;01;Samtliga;999;70,0;84,4;209,5;
Södertälje;0181;Stockholms län;01;Kommunal;756;66,0;82,0;204,5;
Södertälje;0181;Stockholms län;01;Enskild;243;82,3;91,8;224,9;
Sölvesborg;1083;Blekinge län;10;Samtliga;170;75,3;86,5;207,0;
Sölvesborg;1083;Blekinge län;10;Kommunal;170;75,3;86,5;207,0;
Tanum;1435;Västra Götalands län;14;Samtliga;98;84,7;92,9;213,0;
Tanum;1435;Västra Götalands län;14;Kommunal;98;84,7;92,9;213,0;
Tibro;1472;Västra Götalands län;14;Samtliga;130;60,0;66,9;188,1;
Tibro;1472;Västra Götalands län;14;Kommunal;130;60,0;66,9;188,1;
Tidaholm;1498;Västra Götalands län;14;Samtliga;114;76,3;85,1;197,3;
Tidaholm;1498;Västra Götalands län;14;Kommunal;114;76,3;85,1;197,3;
Tierp;0360;Uppsala län;03;Samtliga;196;56,6;76,0;188,9;
Tierp;0360;Uppsala län;03;Kommunal;196;56,6;76,0;188,9;
Timrå;2262;Västernorrlands län;22;Samtliga;195;54,4;80,5;186,5;
Timrå;2262;Västernorrlands län;22;Kommunal;195;54,4;80,5;186,5;
Tingsryd;0763;Kronobergs län;07;Samtliga;131;67,9;78,6;196,5;
Tingsryd;0763;Kronobergs län;07;Kommunal;114;63,2;75,4;191,6;
Tingsryd;0763;Kronobergs län;07;Enskild;17;100,0;100,0;227,9;
Tjörn;1419;Västra Götalands län;14;Samtliga;154;88,3;91,6;228,2;
Tjörn;1419;Västra Götalands län;14;Kommunal;154;88,3;91,6;228,2;
Tomelilla;1270;Skåne län;12;Samtliga;106;63,2;82,1;191,1;
Tomelilla;1270;Skåne län;12;Kommunal;106;63,2;82,1;191,1;
Torsby;1737;Värmlands län;17;Samtliga;136;74,3;82,4;198,8;
Torsby;1737;Värmlands län;17;Kommunal;136;74,3;82,4;198,8;
Torsås;0834;Kalmar län;08;Samtliga;75;74,7;85,3;197,3;
Torsås;0834;Kalmar län;08;Kommunal;75;74,7;85,3;197,3;
Tranemo;1452;Västra Götalands län;14;Samtliga;147;68,0;79,6;190,3;
Tranemo;1452;Västra Götalands län;14;Kommunal;147;68,0;79,6;190,3;
Tranås;0687;Jönköpings län;06;Samtliga;193;74,1;87,6;205,5;
Tranås;0687;Jönköpings län;06;Kommunal;193;74,1;87,6;205,5;
Trelleborg;1287;Skåne län;12;Samtliga;402;81,8;88,6;221,5;
Trelleborg;1287;Skåne län;12;Kommunal;345;79,4;87,0;217,8;
Trelleborg;1287;Skåne län;12;Enskild;57;96,5;~100;243,6;
Trollhättan;1488;Västra Götalands län;14;Samtliga;604;72,8;80,6;206,4;
Trollhättan;1488;Västra Götalands län;14;Kommunal;490;70,0;78,0;203,4;
Trollhättan;1488;Västra Götalands län;14;Enskild;114;85,1;92,1;219,6;
Trosa;0488;Södermanlands län;04;Samtliga;114;76,3;84,2;216,9;
Trosa;0488;Södermanlands län;04;Kommunal;114;76,3;84,2;216,9;
Tyresö;0138;Stockholms län;01;Samtliga;486;80,9;86,8;215,7;
Tyresö;0138;Stockholms län;01;Kommunal;479;81,8;87,5;217,2;
Tyresö;0138;Stockholms län;01;Enskild;..;..;..;..;
Täby;0160;Stockholms län;01;Samtliga;1 018;90,6;95,9;239,9;
Täby;0160;Stockholms län;01;Kommunal;440;89,8;94,5;230,0;
Täby;0160;Stockholms län;01;Enskild;578;91,2;96,9;247,4;
Töreboda;1473;Västra Götalands län;14;Samtliga;96;71,9;84,4;200,0;
Töreboda;1473;Västra Götalands län;14;Kommunal;96;71,9;84,4;200,0;
Uddevalla;1485;Västra Götalands län;14;Samtliga;530;73,0;89,4;205,5;
Uddevalla;1485;Västra Götalands län;14;Kommunal;411;69,8;89,8;201,0;
Uddevalla;1485;Västra Götalands län;14;Enskild;119;84,0;88,2;221,1;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;237;68,8;82,7;205,1;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;237;68,8;82,7;205,1;
Umeå;2480;Västerbottens län;24;Samtliga;1 030;82,7;91,3;219,5;
Umeå;2480;Västerbottens län;24;Kommunal;864;81,1;89,8;216,8;
Umeå;2480;Västerbottens län;24;Enskild;166;91,0;~100;233,1;
Upplands Väsby;0114;Stockholms län;01;Samtliga;413;69,7;81,8;207,2;
Upplands Väsby;0114;Stockholms län;01;Kommunal;270;62,6;75,6;198,0;
Upplands Väsby;0114;Stockholms län;01;Enskild;143;83,2;93,7;224,3;
Upplands-Bro;0139;Stockholms län;01;Samtliga;251;80,1;92,0;221,9;
Upplands-Bro;0139;Stockholms län;01;Kommunal;221;79,6;91,9;222,4;
Upplands-Bro;0139;Stockholms län;01;Enskild;30;83,3;~100;218,6;
Uppsala;0380;Uppsala län;03;Samtliga;1 988;83,3;91,4;226,9;
Uppsala;0380;Uppsala län;03;Kommunal;1 418;80,5;89,8;219,8;
Uppsala;0380;Uppsala län;03;Enskild;570;90,2;95,3;244,4;
Uppvidinge;0760;Kronobergs län;07;Samtliga;89;89,9;93,3;217,3;
Uppvidinge;0760;Kronobergs län;07;Kommunal;89;89,9;93,3;217,3;
Vadstena;0584;Östergötlands län;05;Samtliga;72;81,9;93,1;221,3;
Vadstena;0584;Östergötlands län;05;Kommunal;72;81,9;93,1;221,3;
Vaggeryd;0665;Jönköpings län;06;Samtliga;160;76,9;87,5;205,9;
Vaggeryd;0665;Jönköpings län;06;Kommunal;160;76,9;87,5;205,9;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;70;68,6;77,1;198,5;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;70;68,6;77,1;198,5;
Vallentuna;0115;Stockholms län;01;Samtliga;339;82,3;90,6;221,2;
Vallentuna;0115;Stockholms län;01;Kommunal;255;80,0;89,4;217,2;
Vallentuna;0115;Stockholms län;01;Enskild;84;89,3;94,0;233,4;
Vansbro;2021;Dalarnas län;20;Samtliga;63;73,0;76,2;207,4;
Vansbro;2021;Dalarnas län;20;Kommunal;63;73,0;76,2;207,4;
Vara;1470;Västra Götalands län;14;Samtliga;169;76,3;87,0;211,2;
Vara;1470;Västra Götalands län;14;Kommunal;169;76,3;87,0;211,2;
Varberg;1383;Hallands län;13;Samtliga;546;83,2;91,4;215,4;
Varberg;1383;Hallands län;13;Kommunal;520;83,7;91,7;214,8;
Varberg;1383;Hallands län;13;Enskild;26;73,1;~100;227,5;
Vaxholm;0187;Stockholms län;01;Samtliga;87;83,9;~100;221,4;
Vaxholm;0187;Stockholms län;01;Kommunal;87;83,9;~100;221,4;
Vellinge;1233;Skåne län;12;Samtliga;416;94,5;98,8;243,9;
Vellinge;1233;Skåne län;12;Kommunal;269;94,1;~100;244,4;
Vellinge;1233;Skåne län;12;Enskild;147;95,2;~100;243,0;
Vetlanda;0685;Jönköpings län;06;Samtliga;332;74,1;86,7;199,3;
Vetlanda;0685;Jönköpings län;06;Kommunal;329;73,9;86,6;199,3;
Vetlanda;0685;Jönköpings län;06;Enskild;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;56;73,2;83,9;198,9;
Vilhelmina;2462;Västerbottens län;24;Kommunal;52;75,0;86,5;205,0;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;149;74,5;83,2;205,2;
Vimmerby;0884;Kalmar län;08;Kommunal;149;74,5;83,2;205,2;
Vindeln;2404;Västerbottens län;24;Samtliga;61;77,0;90,2;188,0;
Vindeln;2404;Västerbottens län;24;Kommunal;61;77,0;90,2;188,0;
Vingåker;0428;Södermanlands län;04;Samtliga;129;58,1;62,8;160,2;
Vingåker;0428;Södermanlands län;04;Kommunal;129;58,1;62,8;160,2;
Vårgårda;1442;Västra Götalands län;14;Samtliga;128;80,5;88,3;218,2;
Vårgårda;1442;Västra Götalands län;14;Kommunal;128;80,5;88,3;218,2;
Vänersborg;1487;Västra Götalands län;14;Samtliga;386;72,0;86,3;213,1;
Vänersborg;1487;Västra Götalands län;14;Kommunal;317;70,7;85,2;205,8;
Vänersborg;1487;Västra Götalands län;14;Enskild;69;78,3;91,3;245,9;
Vännäs;2460;Västerbottens län;24;Samtliga;85;77,6;84,7;204,2;
Vännäs;2460;Västerbottens län;24;Kommunal;85;77,6;84,7;204,2;
Värmdö;0120;Stockholms län;01;Samtliga;403;86,6;92,8;230,7;
Värmdö;0120;Stockholms län;01;Kommunal;351;84,6;91,7;225,8;
Värmdö;0120;Stockholms län;01;Enskild;52;100,0;100,0;263,2;
Värnamo;0683;Jönköpings län;06;Samtliga;393;81,2;88,5;219,6;
Värnamo;0683;Jönköpings län;06;Kommunal;393;81,2;88,5;219,6;
Västervik;0883;Kalmar län;08;Samtliga;359;77,7;86,1;218,4;
Västervik;0883;Kalmar län;08;Kommunal;311;79,1;85,5;218,6;
Västervik;0883;Kalmar län;08;Enskild;48;68,8;89,6;217,0;
Västerås;1980;Västmanlands län;19;Samtliga;1 499;76,8;86,5;213,4;
Västerås;1980;Västmanlands län;19;Kommunal;1 085;73,6;83,3;206,0;
Västerås;1980;Västmanlands län;19;Enskild;414;85,0;94,9;232,6;
Växjö;0780;Kronobergs län;07;Samtliga;931;76,9;87,2;215,3;
Växjö;0780;Kronobergs län;07;Kommunal;750;75,3;85,5;209,9;
Växjö;0780;Kronobergs län;07;Enskild;181;83,4;94,5;237,2;
Ydre;0512;Östergötlands län;05;Samtliga;44;84,1;86,4;209,0;
Ydre;0512;Östergötlands län;05;Kommunal;44;84,1;86,4;209,0;
Ystad;1286;Skåne län;12;Samtliga;300;86,7;93,7;225,7;
Ystad;1286;Skåne län;12;Kommunal;215;84,7;93,0;220,2;
Ystad;1286;Skåne län;12;Enskild;85;91,8;~100;239,4;
Åmål;1492;Västra Götalands län;14;Samtliga;135;74,1;89,6;213,2;
Åmål;1492;Västra Götalands län;14;Kommunal;135;74,1;89,6;213,2;
Ånge;2260;Västernorrlands län;22;Samtliga;90;72,2;80,0;202,9;
Ånge;2260;Västernorrlands län;22;Kommunal;77;68,8;77,9;201,6;
Ånge;2260;Västernorrlands län;22;Enskild;13;92,3;~100;210,8;
Åre;2321;Jämtlands län;23;Samtliga;96;72,9;83,3;210,2;
Åre;2321;Jämtlands län;23;Kommunal;96;72,9;83,3;210,2;
Årjäng;1765;Värmlands län;17;Samtliga;108;80,6;87,0;208,5;
Årjäng;1765;Värmlands län;17;Kommunal;108;80,6;87,0;208,5;
Åsele;2463;Västerbottens län;24;Samtliga;23;78,3;~100;208,2;
Åsele;2463;Västerbottens län;24;Kommunal;23;78,3;~100;208,2;
Åstorp;1277;Skåne län;12;Samtliga;184;74,5;84,8;202,6;
Åstorp;1277;Skåne län;12;Kommunal;143;78,3;90,2;202,0;
Åstorp;1277;Skåne län;12;Enskild;41;61,0;65,9;204,9;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;125;73,6;81,6;206,4;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;125;73,6;81,6;206,4;
Älmhult;0765;Kronobergs län;07;Samtliga;173;68,2;82,7;196,3;
Älmhult;0765;Kronobergs län;07;Kommunal;150;70,7;82,7;197,6;
Älmhult;0765;Kronobergs län;07;Enskild;23;52,2;~100;187,5;
Älvdalen;2039;Dalarnas län;20;Samtliga;56;75,0;80,4;211,1;
Älvdalen;2039;Dalarnas län;20;Kommunal;56;75,0;80,4;211,1;
Älvkarleby;0319;Uppsala län;03;Samtliga;94;73,4;79,8;205,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;49;63,3;75,5;200,9;
Älvkarleby;0319;Uppsala län;03;Enskild;45;84,4;84,4;210,1;
Älvsbyn;2560;Norrbottens län;25;Samtliga;93;80,6;88,2;210,1;
Älvsbyn;2560;Norrbottens län;25;Kommunal;93;80,6;88,2;210,1;
Ängelholm;1292;Skåne län;12;Samtliga;425;83,8;91,3;219,0;
Ängelholm;1292;Skåne län;12;Kommunal;396;83,8;91,2;218,1;
Ängelholm;1292;Skåne län;12;Enskild;29;82,8;~100;230,7;
Öckerö;1407;Västra Götalands län;14;Samtliga;153;82,4;94,8;234,2;
Öckerö;1407;Västra Götalands län;14;Kommunal;130;81,5;95,4;232,4;
Öckerö;1407;Västra Götalands län;14;Enskild;23;87,0;~100;244,5;
Ödeshög;0509;Östergötlands län;05;Samtliga;60;86,7;90,0;229,6;
Ödeshög;0509;Östergötlands län;05;Kommunal;60;86,7;90,0;229,6;
Örebro;1880;Örebro län;18;Samtliga;1 435;77,1;84,7;212,1;
Örebro;1880;Örebro län;18;Kommunal;1 042;73,4;81,2;203,3;
Örebro;1880;Örebro län;18;Enskild;393;86,8;94,1;235,2;
Örkelljunga;1257;Skåne län;12;Samtliga;91;85,7;91,2;217,3;
Örkelljunga;1257;Skåne län;12;Kommunal;80;90,0;93,8;220,1;
Örkelljunga;1257;Skåne län;12;Enskild;11;..;..;197,3;
