Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2009/10

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behöriga till nationella program;Genomsnittligt meritvärde (16);
Mullsjö;0642;Jönköpings län;06;Samtliga;112;80,4;92,0;209,3;
Mullsjö;0642;Jönköpings län;06;Kommunal;112;80,4;92,0;209,3;
Munkedal;1430;Västra Götalands län;14;Samtliga;127;81,9;92,9;207,1;
Munkedal;1430;Västra Götalands län;14;Kommunal;127;81,9;92,9;207,1;
Munkfors;1762;Värmlands län;17;Samtliga;52;82,7;~100;194,4;
Munkfors;1762;Värmlands län;17;Kommunal;52;82,7;~100;194,4;
Mölndal;1481;Västra Götalands län;14;Samtliga;802;82,0;93,1;215,9;
Mölndal;1481;Västra Götalands län;14;Kommunal;765;81,7;92,9;215,6;
Mölndal;1481;Västra Götalands län;14;Enskild;37;89,2;~100;220,7;
Mönsterås;0861;Kalmar län;08;Samtliga;171;79,5;90,1;209,9;
Mönsterås;0861;Kalmar län;08;Kommunal;171;79,5;90,1;209,9;
Mörbylånga;0840;Kalmar län;08;Samtliga;151;85,4;95,4;209,7;
Mörbylånga;0840;Kalmar län;08;Kommunal;122;86,9;95,1;209,0;
Mörbylånga;0840;Kalmar län;08;Enskild;29;79,3;~100;212,6;
Nacka;0182;Stockholms län;01;Samtliga;1 162;85,6;94,5;239,4;
Nacka;0182;Stockholms län;01;Kommunal;959;85,5;94,0;237,8;
Nacka;0182;Stockholms län;01;Enskild;203;86,2;97,0;246,9;
Nora;1884;Örebro län;18;Samtliga;140;77,9;87,9;195,5;
Nora;1884;Örebro län;18;Kommunal;140;77,9;87,9;195,5;
Norberg;1962;Västmanlands län;19;Samtliga;83;73,5;88,0;198,1;
Norberg;1962;Västmanlands län;19;Kommunal;82;74,4;87,8;199,3;
Norberg;1962;Västmanlands län;19;Enskild;..;.;..;..;
Nordanstig;2132;Gävleborgs län;21;Samtliga;112;78,6;84,8;199,3;
Nordanstig;2132;Gävleborgs län;21;Kommunal;108;78,7;84,3;198,2;
Nordanstig;2132;Gävleborgs län;21;Enskild;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;88;65,9;76,1;198,8;
Nordmaling;2401;Västerbottens län;24;Kommunal;88;65,9;76,1;198,8;
Norrköping;0581;Östergötlands län;05;Samtliga;1 591;75,4;87,0;202,7;
Norrköping;0581;Östergötlands län;05;Kommunal;1 265;72,6;85,5;199,5;
Norrköping;0581;Östergötlands län;05;Enskild;326;87,0;93,2;215,8;
Norrtälje;0188;Stockholms län;01;Samtliga;701;73,5;87,2;200,8;
Norrtälje;0188;Stockholms län;01;Kommunal;594;74,6;86,5;199,0;
Norrtälje;0188;Stockholms län;01;Enskild;107;67,3;90,7;211,0;
Norsjö;2417;Västerbottens län;24;Samtliga;59;84,7;84,7;211,2;
Norsjö;2417;Västerbottens län;24;Kommunal;59;84,7;84,7;211,2;
Nybro;0881;Kalmar län;08;Samtliga;268;79,9;84,0;203,6;
Nybro;0881;Kalmar län;08;Kommunal;268;79,9;84,0;203,6;
Nykvarn;0140;Stockholms län;01;Samtliga;158;86,7;96,2;207,1;
Nykvarn;0140;Stockholms län;01;Kommunal;158;86,7;96,2;207,1;
Nyköping;0480;Södermanlands län;04;Samtliga;637;75,3;87,0;210,3;
Nyköping;0480;Södermanlands län;04;Kommunal;493;72,8;84,4;205,1;
Nyköping;0480;Södermanlands län;04;Enskild;144;84,2;96,4;228,6;
Nynäshamn;0192;Stockholms län;01;Samtliga;352;78,7;89,2;199,5;
Nynäshamn;0192;Stockholms län;01;Kommunal;352;78,7;89,2;199,5;
Nässjö;0682;Jönköpings län;06;Samtliga;419;72,8;86,6;201,1;
Nässjö;0682;Jönköpings län;06;Kommunal;419;72,8;86,6;201,1;
Ockelbo;2101;Gävleborgs län;21;Samtliga;88;73,9;86,4;190,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;88;73,9;86,4;190,7;
Olofström;1060;Blekinge län;10;Samtliga;170;80,0;91,8;205,9;
Olofström;1060;Blekinge län;10;Kommunal;170;80,0;91,8;205,9;
Orsa;2034;Dalarnas län;20;Samtliga;85;74,1;84,7;199,2;
Orsa;2034;Dalarnas län;20;Kommunal;85;74,1;84,7;199,2;
Orust;1421;Västra Götalands län;14;Samtliga;189;78,0;89,6;211,6;
Orust;1421;Västra Götalands län;14;Kommunal;182;78,0;89,6;211,6;
Orust;1421;Västra Götalands län;14;Enskild;..;.;.;.;
Osby;1273;Skåne län;12;Samtliga;179;74,9;85,5;212,7;
Osby;1273;Skåne län;12;Kommunal;172;77,3;85,5;215,4;
Osby;1273;Skåne län;12;Enskild;..;..;..;..;
Oskarshamn;0882;Kalmar län;08;Samtliga;355;78,6;89,3;198,1;
Oskarshamn;0882;Kalmar län;08;Kommunal;355;78,6;89,3;198,1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;147;70,7;83,0;200,4;
Ovanåker;2121;Gävleborgs län;21;Kommunal;147;70,7;83,0;200,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;106;67,9;89,6;206,5;
Oxelösund;0481;Södermanlands län;04;Kommunal;106;67,9;89,6;206,5;
Pajala;2521;Norrbottens län;25;Samtliga;69;84,1;87,0;222,7;
Pajala;2521;Norrbottens län;25;Kommunal;67;85,1;88,1;225,0;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;538;85,3;92,6;220,7;
Partille;1402;Västra Götalands län;14;Kommunal;520;85,0;92,5;220,0;
Partille;1402;Västra Götalands län;14;Enskild;18;94,4;~100;241,7;
Perstorp;1275;Skåne län;12;Samtliga;90;74,4;86,7;205,0;
Perstorp;1275;Skåne län;12;Kommunal;90;74,4;86,7;205,0;
Piteå;2581;Norrbottens län;25;Samtliga;516;87,6;94,4;210,2;
Piteå;2581;Norrbottens län;25;Kommunal;516;87,6;94,4;210,2;
Ragunda;2303;Jämtlands län;23;Samtliga;77;85,7;90,9;201,3;
Ragunda;2303;Jämtlands län;23;Kommunal;77;85,7;90,9;201,3;
Robertsfors;2409;Västerbottens län;24;Samtliga;85;64,7;85,9;207,7;
Robertsfors;2409;Västerbottens län;24;Kommunal;85;64,7;85,9;207,7;
Ronneby;1081;Blekinge län;10;Samtliga;321;68,5;83,2;193,9;
Ronneby;1081;Blekinge län;10;Kommunal;299;69,2;83,6;194,7;
Ronneby;1081;Blekinge län;10;Enskild;22;59,1;77,3;183,6;
Rättvik;2031;Dalarnas län;20;Samtliga;158;81,0;90,5;204,4;
Rättvik;2031;Dalarnas län;20;Kommunal;158;81,0;90,5;204,4;
Sala;1981;Västmanlands län;19;Samtliga;266;72,6;88,3;201,2;
Sala;1981;Västmanlands län;19;Kommunal;266;72,6;88,3;201,2;
Salem;0128;Stockholms län;01;Samtliga;211;79,1;88,2;211,1;
Salem;0128;Stockholms län;01;Kommunal;195;77,4;87,2;211,1;
Salem;0128;Stockholms län;01;Enskild;16;100,0;100,0;210,3;
Sandviken;2181;Gävleborgs län;21;Samtliga;463;67,4;80,1;192,8;
Sandviken;2181;Gävleborgs län;21;Kommunal;443;66,1;79,5;191,3;
Sandviken;2181;Gävleborgs län;21;Enskild;20;95,0;~100;224,3;
Sigtuna;0191;Stockholms län;01;Samtliga;588;66,5;83,3;207,5;
Sigtuna;0191;Stockholms län;01;Kommunal;440;63,6;80,5;200,0;
Sigtuna;0191;Stockholms län;01;Enskild;148;75,0;91,9;229,7;
Simrishamn;1291;Skåne län;12;Samtliga;224;75,8;86,5;207,7;
Simrishamn;1291;Skåne län;12;Kommunal;190;74,7;86,8;204,5;
Simrishamn;1291;Skåne län;12;Enskild;34;84,0;~100;231,8;
Sjöbo;1265;Skåne län;12;Samtliga;228;67,1;77,2;189,8;
Sjöbo;1265;Skåne län;12;Kommunal;218;70,2;79,8;194,9;
Sjöbo;1265;Skåne län;12;Enskild;10;.;..;81,5;
Skara;1495;Västra Götalands län;14;Samtliga;283;79,2;89,8;201,2;
Skara;1495;Västra Götalands län;14;Kommunal;265;77,7;89,1;198,4;
Skara;1495;Västra Götalands län;14;Enskild;18;100,0;100,0;242,5;
Skellefteå;2482;Västerbottens län;24;Samtliga;951;81,7;91,0;201,9;
Skellefteå;2482;Västerbottens län;24;Kommunal;929;81,6;91,0;201,7;
Skellefteå;2482;Västerbottens län;24;Enskild;22;86,4;~100;210,9;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;54;77,8;81,5;194,3;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;54;77,8;81,5;194,3;
Skurup;1264;Skåne län;12;Samtliga;180;68,9;91,1;205,6;
Skurup;1264;Skåne län;12;Kommunal;180;68,9;91,1;205,6;
Skövde;1496;Västra Götalands län;14;Samtliga;638;78,4;90,6;208,7;
Skövde;1496;Västra Götalands län;14;Kommunal;615;79,5;91,5;210,3;
Skövde;1496;Västra Götalands län;14;Enskild;23;47,8;65,2;159,3;
Smedjebacken;2061;Dalarnas län;20;Samtliga;110;74,5;89,1;199,0;
Smedjebacken;2061;Dalarnas län;20;Kommunal;110;74,5;89,1;199,0;
Sollefteå;2283;Västernorrlands län;22;Samtliga;226;81,0;87,6;202,3;
Sollefteå;2283;Västernorrlands län;22;Kommunal;226;81,0;87,6;202,3;
Sollentuna;0163;Stockholms län;01;Samtliga;888;85,2;93,9;234,6;
Sollentuna;0163;Stockholms län;01;Kommunal;752;84,7;93,8;232,8;
Sollentuna;0163;Stockholms län;01;Enskild;136;88,2;94,9;244,4;
Solna;0184;Stockholms län;01;Samtliga;477;80,7;92,5;222,5;
Solna;0184;Stockholms län;01;Kommunal;363;79,6;94,2;220,2;
Solna;0184;Stockholms län;01;Enskild;114;84,2;86,8;229,9;
Sorsele;2422;Västerbottens län;24;Samtliga;35;97,1;100,0;238,6;
Sorsele;2422;Västerbottens län;24;Kommunal;35;97,1;100,0;238,6;
Sotenäs;1427;Västra Götalands län;14;Samtliga;110;91,8;93,6;215,1;
Sotenäs;1427;Västra Götalands län;14;Kommunal;110;91,8;93,6;215,1;
Staffanstorp;1230;Skåne län;12;Samtliga;281;73,0;87,9;203,3;
Staffanstorp;1230;Skåne län;12;Kommunal;281;73,0;87,9;203,3;
Stenungsund;1415;Västra Götalands län;14;Samtliga;346;86,1;95,4;212,0;
Stenungsund;1415;Västra Götalands län;14;Kommunal;344;86,6;95,9;213,1;
Stenungsund;1415;Västra Götalands län;14;Enskild;..;.;.;..;
Stockholm;0180;Stockholms län;01;Samtliga;8 771;76,5;88,7;224,2;
Stockholm;0180;Stockholms län;01;Kommunal;6 323;75,0;87,3;219,9;
Stockholm;0180;Stockholms län;01;Enskild;2 448;80,8;92,7;236,3;
Storfors;1760;Värmlands län;17;Samtliga;84;81,0;90,5;208,9;
Storfors;1760;Värmlands län;17;Kommunal;60;75,0;88,3;192,3;
Storfors;1760;Värmlands län;17;Enskild;24;95,8;~100;250,4;
Storuman;2421;Västerbottens län;24;Samtliga;77;88,3;89,6;209,8;
Storuman;2421;Västerbottens län;24;Kommunal;77;88,3;89,6;209,8;
Strängnäs;0486;Södermanlands län;04;Samtliga;444;75,2;92,1;212,7;
Strängnäs;0486;Södermanlands län;04;Kommunal;319;72,1;91,8;207,6;
Strängnäs;0486;Södermanlands län;04;Enskild;125;83,2;92,8;225,6;
Strömstad;1486;Västra Götalands län;14;Samtliga;140;74,3;87,9;208,1;
Strömstad;1486;Västra Götalands län;14;Kommunal;140;74,3;87,9;208,1;
Strömsund;2313;Jämtlands län;23;Samtliga;146;70,5;79,5;186,4;
Strömsund;2313;Jämtlands län;23;Kommunal;146;70,5;79,5;186,4;
Sundbyberg;0183;Stockholms län;01;Samtliga;200;66,0;89,0;192,7;
Sundbyberg;0183;Stockholms län;01;Kommunal;187;66,3;89,8;193,4;
Sundbyberg;0183;Stockholms län;01;Enskild;13;..;~100;181,9;
Sundsvall;2281;Västernorrlands län;22;Samtliga;1 124;69,2;82,1;193,6;
Sundsvall;2281;Västernorrlands län;22;Kommunal;932;67,3;80,5;188,4;
Sundsvall;2281;Västernorrlands län;22;Enskild;192;78,6;90,1;218,5;
Sunne;1766;Värmlands län;17;Samtliga;173;82,7;94,2;202,3;
Sunne;1766;Värmlands län;17;Kommunal;169;82,2;94,1;201,3;
Sunne;1766;Värmlands län;17;Enskild;..;..;..;..;
Surahammar;1907;Västmanlands län;19;Samtliga;123;61,0;73,2;185,7;
Surahammar;1907;Västmanlands län;19;Kommunal;123;61,0;73,2;185,7;
Svalöv;1214;Skåne län;12;Samtliga;173;67,1;84,4;187,6;
Svalöv;1214;Skåne län;12;Kommunal;157;70,1;87,9;192,5;
Svalöv;1214;Skåne län;12;Enskild;16;..;..;139,1;
Svedala;1263;Skåne län;12;Samtliga;258;85,7;93,8;214,9;
Svedala;1263;Skåne län;12;Kommunal;258;85,7;93,8;214,9;
Svenljunga;1465;Västra Götalands län;14;Samtliga;138;73,9;87,0;205,9;
Svenljunga;1465;Västra Götalands län;14;Kommunal;137;74,5;87,6;206,6;
Svenljunga;1465;Västra Götalands län;14;Enskild;..;.;.;..;
Säffle;1785;Värmlands län;17;Samtliga;195;75,9;89,7;200,3;
Säffle;1785;Värmlands län;17;Kommunal;193;76,2;90,2;200,7;
Säffle;1785;Värmlands län;17;Enskild;..;..;..;..;
Säter;2082;Dalarnas län;20;Samtliga;119;84,0;95,8;202,5;
Säter;2082;Dalarnas län;20;Kommunal;119;84,0;95,8;202,5;
Sävsjö;0684;Jönköpings län;06;Samtliga;159;71,7;84,9;202,5;
Sävsjö;0684;Jönköpings län;06;Kommunal;151;70,9;84,1;202,7;
Sävsjö;0684;Jönköpings län;06;Enskild;..;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;323;81,7;90,1;204,1;
Söderhamn;2182;Gävleborgs län;21;Kommunal;323;81,7;90,1;204,1;
Söderköping;0582;Östergötlands län;05;Samtliga;201;78,1;88,6;210,2;
Söderköping;0582;Östergötlands län;05;Kommunal;187;79,1;89,3;209,5;
Söderköping;0582;Östergötlands län;05;Enskild;14;..;~100;219,3;
Södertälje;0181;Stockholms län;01;Samtliga;1 132;63,0;76,1;195,9;
Södertälje;0181;Stockholms län;01;Kommunal;913;59,7;73,4;190,0;
Södertälje;0181;Stockholms län;01;Enskild;219;78,5;89,0;223,1;
Sölvesborg;1083;Blekinge län;10;Samtliga;188;84,6;92,0;217,4;
Sölvesborg;1083;Blekinge län;10;Kommunal;188;84,6;92,0;217,4;
Tanum;1435;Västra Götalands län;14;Samtliga;159;71,1;90,6;205,0;
Tanum;1435;Västra Götalands län;14;Kommunal;159;71,1;90,6;205,0;
Tibro;1472;Västra Götalands län;14;Samtliga;172;73,8;82,6;197,4;
Tibro;1472;Västra Götalands län;14;Kommunal;172;73,8;82,6;197,4;
Tidaholm;1498;Västra Götalands län;14;Samtliga;168;72,0;82,1;196,9;
Tidaholm;1498;Västra Götalands län;14;Kommunal;168;72,0;82,1;196,9;
Tierp;0360;Uppsala län;03;Samtliga;282;68,1;82,6;193,9;
Tierp;0360;Uppsala län;03;Kommunal;282;68,1;82,6;193,9;
Timrå;2262;Västernorrlands län;22;Samtliga;236;74,2;89,4;194,9;
Timrå;2262;Västernorrlands län;22;Kommunal;236;74,2;89,4;194,9;
Tingsryd;0763;Kronobergs län;07;Samtliga;154;71,4;82,5;190,5;
Tingsryd;0763;Kronobergs län;07;Kommunal;134;67,9;80,6;186,1;
Tingsryd;0763;Kronobergs län;07;Enskild;20;95,0;~100;219,3;
Tjörn;1419;Västra Götalands län;14;Samtliga;190;86,3;92,6;216,3;
Tjörn;1419;Västra Götalands län;14;Kommunal;190;86,3;92,6;216,3;
Tomelilla;1270;Skåne län;12;Samtliga;128;62,5;77,3;179,1;
Tomelilla;1270;Skåne län;12;Kommunal;128;62,5;77,3;179,1;
Torsby;1737;Värmlands län;17;Samtliga;171;73,7;84,8;204,2;
Torsby;1737;Värmlands län;17;Kommunal;171;73,7;84,8;204,2;
Torsås;0834;Kalmar län;08;Samtliga;86;80,2;93,0;203,9;
Torsås;0834;Kalmar län;08;Kommunal;86;80,2;93,0;203,9;
Tranemo;1452;Västra Götalands län;14;Samtliga;190;71,1;78,9;189,5;
Tranemo;1452;Västra Götalands län;14;Kommunal;190;71,1;78,9;189,5;
Tranås;0687;Jönköpings län;06;Samtliga;215;80,9;88,4;206,1;
Tranås;0687;Jönköpings län;06;Kommunal;204;81,4;88,2;206,8;
Tranås;0687;Jönköpings län;06;Enskild;11;..;~100;193,6;
Trelleborg;1287;Skåne län;12;Samtliga;485;75,5;87,4;205,2;
Trelleborg;1287;Skåne län;12;Kommunal;381;75,1;86,6;201,0;
Trelleborg;1287;Skåne län;12;Enskild;104;76,9;90,4;220,4;
Trollhättan;1488;Västra Götalands län;14;Samtliga;791;70,4;83,4;198,7;
Trollhättan;1488;Västra Götalands län;14;Kommunal;681;66,8;81,6;195,5;
Trollhättan;1488;Västra Götalands län;14;Enskild;110;92,7;94,5;218,3;
Trosa;0488;Södermanlands län;04;Samtliga;159;82,4;88,1;205,8;
Trosa;0488;Södermanlands län;04;Kommunal;159;82,4;88,1;205,8;
Tyresö;0138;Stockholms län;01;Samtliga;563;73,0;90,8;209,2;
Tyresö;0138;Stockholms län;01;Kommunal;559;73,5;91,1;210,4;
Tyresö;0138;Stockholms län;01;Enskild;..;.;..;..;
Täby;0160;Stockholms län;01;Samtliga;1 079;86,9;96,3;235,6;
Täby;0160;Stockholms län;01;Kommunal;543;88,2;96,5;229,0;
Täby;0160;Stockholms län;01;Enskild;536;85,6;96,1;242,4;
Töreboda;1473;Västra Götalands län;14;Samtliga;119;76,5;88,2;201,9;
Töreboda;1473;Västra Götalands län;14;Kommunal;119;76,5;88,2;201,9;
Uddevalla;1485;Västra Götalands län;14;Samtliga;618;77,7;89,5;199,3;
Uddevalla;1485;Västra Götalands län;14;Kommunal;480;79,6;88,3;199,6;
Uddevalla;1485;Västra Götalands län;14;Enskild;138;71,0;93,5;198,4;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;276;68,1;81,2;195,8;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;276;68,1;81,2;195,8;
Umeå;2480;Västerbottens län;24;Samtliga;1 336;83,8;93,8;218,9;
Umeå;2480;Västerbottens län;24;Kommunal;1 142;83,4;94,0;217,1;
Umeå;2480;Västerbottens län;24;Enskild;194;86,7;92,1;231,6;
Upplands Väsby;0114;Stockholms län;01;Samtliga;481;74,8;87,1;205,7;
Upplands Väsby;0114;Stockholms län;01;Kommunal;327;68,2;82,6;198,4;
Upplands Väsby;0114;Stockholms län;01;Enskild;154;89,0;96,8;221,1;
Upplands-Bro;0139;Stockholms län;01;Samtliga;284;72,9;88,0;212,1;
Upplands-Bro;0139;Stockholms län;01;Kommunal;267;73,4;88,0;211,6;
Upplands-Bro;0139;Stockholms län;01;Enskild;17;64,7;~100;218,5;
Uppsala;0380;Uppsala län;03;Samtliga;2 287;77,9;91,0;216,8;
Uppsala;0380;Uppsala län;03;Kommunal;1 938;76,9;90,2;213,4;
Uppsala;0380;Uppsala län;03;Enskild;349;84,0;95,2;236,3;
Uppvidinge;0760;Kronobergs län;07;Samtliga;118;75,4;87,3;204,0;
Uppvidinge;0760;Kronobergs län;07;Kommunal;118;75,4;87,3;204,0;
Vadstena;0584;Östergötlands län;05;Samtliga;104;86,5;90,4;207,1;
Vadstena;0584;Östergötlands län;05;Kommunal;104;86,5;90,4;207,1;
Vaggeryd;0665;Jönköpings län;06;Samtliga;185;80,0;83,8;199,3;
Vaggeryd;0665;Jönköpings län;06;Kommunal;185;80,0;83,8;199,3;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;90;63,3;72,2;186,3;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;90;63,3;72,2;186,3;
Vallentuna;0115;Stockholms län;01;Samtliga;388;78,4;92,5;209,7;
Vallentuna;0115;Stockholms län;01;Kommunal;302;77,8;93,0;208,6;
Vallentuna;0115;Stockholms län;01;Enskild;86;80,2;90,7;213,6;
Vansbro;2021;Dalarnas län;20;Samtliga;90;72,2;90,0;195,1;
Vansbro;2021;Dalarnas län;20;Kommunal;90;72,2;90,0;195,1;
Vara;1470;Västra Götalands län;14;Samtliga;214;78,5;88,3;200,0;
Vara;1470;Västra Götalands län;14;Kommunal;214;78,5;88,3;200,0;
Varberg;1383;Hallands län;13;Samtliga;715;79,0;90,2;211,3;
Varberg;1383;Hallands län;13;Kommunal;686;78,7;90,4;210,2;
Varberg;1383;Hallands län;13;Enskild;29;85,7;~100;241,6;
Vaxholm;0187;Stockholms län;01;Samtliga;114;86,8;95,6;229,1;
Vaxholm;0187;Stockholms län;01;Kommunal;114;86,8;95,6;229,1;
Vellinge;1233;Skåne län;12;Samtliga;485;89,3;97,7;231,2;
Vellinge;1233;Skåne län;12;Kommunal;440;89,8;97,5;230,6;
Vellinge;1233;Skåne län;12;Enskild;45;84,4;100,0;237,1;
Vetlanda;0685;Jönköpings län;06;Samtliga;354;78,5;90,7;206,9;
Vetlanda;0685;Jönköpings län;06;Kommunal;346;78,9;91,3;208,4;
Vetlanda;0685;Jönköpings län;06;Enskild;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;82;69,5;84,1;201,5;
Vilhelmina;2462;Västerbottens län;24;Kommunal;80;68,8;83,8;201,6;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;233;66,5;84,5;193,4;
Vimmerby;0884;Kalmar län;08;Kommunal;233;66,5;84,5;193,4;
Vindeln;2404;Västerbottens län;24;Samtliga;74;78,4;91,9;218,3;
Vindeln;2404;Västerbottens län;24;Kommunal;74;78,4;91,9;218,3;
Vingåker;0428;Södermanlands län;04;Samtliga;136;80,1;90,4;192,8;
Vingåker;0428;Södermanlands län;04;Kommunal;136;80,1;90,4;192,8;
Vårgårda;1442;Västra Götalands län;14;Samtliga;145;73,1;83,4;198,0;
Vårgårda;1442;Västra Götalands län;14;Kommunal;145;73,1;83,4;198,0;
Vänersborg;1487;Västra Götalands län;14;Samtliga;471;72,6;88,1;199,8;
Vänersborg;1487;Västra Götalands län;14;Kommunal;408;70,1;87,3;196,4;
Vänersborg;1487;Västra Götalands län;14;Enskild;63;88,9;~100;221,5;
Vännäs;2460;Västerbottens län;24;Samtliga;122;80,3;91,8;217,1;
Vännäs;2460;Västerbottens län;24;Kommunal;122;80,3;91,8;217,1;
Värmdö;0120;Stockholms län;01;Samtliga;510;83,1;93,5;214,7;
Värmdö;0120;Stockholms län;01;Kommunal;458;81,4;92,8;210,2;
Värmdö;0120;Stockholms län;01;Enskild;52;98,1;100,0;254,3;
Värnamo;0683;Jönköpings län;06;Samtliga;448;77,7;87,5;209,2;
Värnamo;0683;Jönköpings län;06;Kommunal;410;76,8;86,6;208,3;
Värnamo;0683;Jönköpings län;06;Enskild;38;86,8;~100;218,6;
Västervik;0883;Kalmar län;08;Samtliga;456;76,1;86,4;200,5;
Västervik;0883;Kalmar län;08;Kommunal;449;75,7;86,2;199,5;
Västervik;0883;Kalmar län;08;Enskild;..;..;..;..;
Västerås;1980;Västmanlands län;19;Samtliga;1 748;78,0;87,8;212,6;
Västerås;1980;Västmanlands län;19;Kommunal;1 470;75,5;86,1;208,3;
Västerås;1980;Västmanlands län;19;Enskild;278;91,8;97,0;235,7;
Växjö;0780;Kronobergs län;07;Samtliga;1 003;76,5;88,4;207,8;
Växjö;0780;Kronobergs län;07;Kommunal;937;76,0;87,8;206,4;
Växjö;0780;Kronobergs län;07;Enskild;66;85,7;~100;230,5;
Ydre;0512;Östergötlands län;05;Samtliga;42;85,7;85,7;220,8;
Ydre;0512;Östergötlands län;05;Kommunal;42;85,7;85,7;220,8;
Ystad;1286;Skåne län;12;Samtliga;358;85,5;91,9;218,9;
Ystad;1286;Skåne län;12;Kommunal;271;84,5;91,9;213,6;
Ystad;1286;Skåne län;12;Enskild;87;88,5;92,0;235,2;
Åmål;1492;Västra Götalands län;14;Samtliga;162;69,8;86,4;193,6;
Åmål;1492;Västra Götalands län;14;Kommunal;162;69,8;86,4;193,6;
Ånge;2260;Västernorrlands län;22;Samtliga;129;74,4;82,2;193,0;
Ånge;2260;Västernorrlands län;22;Kommunal;129;74,4;82,2;193,0;
Åre;2321;Jämtlands län;23;Samtliga;126;86,5;92,9;212,4;
Åre;2321;Jämtlands län;23;Kommunal;126;86,5;92,9;212,4;
Årjäng;1765;Värmlands län;17;Samtliga;117;72,6;84,6;197,0;
Årjäng;1765;Värmlands län;17;Kommunal;117;72,6;84,6;197,0;
Åsele;2463;Västerbottens län;24;Samtliga;35;91,4;~100;204,3;
Åsele;2463;Västerbottens län;24;Kommunal;35;91,4;~100;204,3;
Åstorp;1277;Skåne län;12;Samtliga;197;71,6;84,8;194,7;
Åstorp;1277;Skåne län;12;Kommunal;159;71,7;86,2;194,0;
Åstorp;1277;Skåne län;12;Enskild;38;71,1;78,9;197,6;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;163;77,9;90,8;205,8;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;156;80,8;92,9;210,6;
Åtvidaberg;0561;Östergötlands län;05;Enskild;..;..;..;..;
Älmhult;0765;Kronobergs län;07;Samtliga;212;77,4;87,7;205,7;
Älmhult;0765;Kronobergs län;07;Kommunal;212;77,4;87,7;205,7;
Älvdalen;2039;Dalarnas län;20;Samtliga;83;83,1;91,6;208,6;
Älvdalen;2039;Dalarnas län;20;Kommunal;83;83,1;91,6;208,6;
Älvkarleby;0319;Uppsala län;03;Samtliga;111;60,4;80,2;176,5;
Älvkarleby;0319;Uppsala län;03;Kommunal;63;44,4;71,4;155,2;
Älvkarleby;0319;Uppsala län;03;Enskild;48;81,3;~100;203,5;
Älvsbyn;2560;Norrbottens län;25;Samtliga;102;63,7;87,3;204,9;
Älvsbyn;2560;Norrbottens län;25;Kommunal;102;63,7;87,3;204,9;
Ängelholm;1292;Skåne län;12;Samtliga;563;79,8;88,3;208,1;
Ängelholm;1292;Skåne län;12;Kommunal;483;78,1;86,5;206,3;
Ängelholm;1292;Skåne län;12;Enskild;80;90,0;~100;218,8;
Öckerö;1407;Västra Götalands län;14;Samtliga;193;80,3;94,3;215,3;
Öckerö;1407;Västra Götalands län;14;Kommunal;193;80,3;94,3;215,3;
Ödeshög;0509;Östergötlands län;05;Samtliga;68;70,6;77,9;201,6;
Ödeshög;0509;Östergötlands län;05;Kommunal;68;70,6;77,9;201,6;
Örebro;1880;Örebro län;18;Samtliga;1 669;75,0;85,3;206,2;
Örebro;1880;Örebro län;18;Kommunal;1 369;73,3;83,3;201,8;
Örebro;1880;Örebro län;18;Enskild;300;83,2;94,8;227,2;
Örkelljunga;1257;Skåne län;12;Samtliga;143;86,7;90,9;213,0;
Örkelljunga;1257;Skåne län;12;Kommunal;128;89,8;93,0;213,9;
Örkelljunga;1257;Skåne län;12;Enskild;15;..;~100;205,0;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;705;71,6;87,2;201,2;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;693;71,7;87,3;201,4;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;12;..;~100;187,5;
Östersund;2380;Jämtlands län;23;Samtliga;696;78,1;87,8;214,7;
Östersund;2380;Jämtlands län;23;Kommunal;579;76,2;86,4;213,9;
Östersund;2380;Jämtlands län;23;Enskild;117;88,4;95,5;218,4;
Österåker;0117;Stockholms län;01;Samtliga;481;78,4;90,0;212,5;
Österåker;0117;Stockholms län;01;Kommunal;432;77,3;90,0;211,6;
