Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2010/11

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Mora;2062;Dalarnas län;20;Samtliga;223;72,2;82,5;202,4;
Mora;2062;Dalarnas län;20;Kommunal;223;72,2;82,5;202,4;
Motala;0583;Östergötlands län;05;Samtliga;503;70,8;84,5;197,6;
Motala;0583;Östergötlands län;05;Kommunal;440;70,7;83,2;195,9;
Motala;0583;Östergötlands län;05;Enskild;63;71,4;~100;209,7;
Mullsjö;0642;Jönköpings län;06;Samtliga;91;89,0;94,5;208,1;
Mullsjö;0642;Jönköpings län;06;Kommunal;91;89,0;94,5;208,1;
Munkedal;1430;Västra Götalands län;14;Samtliga;116;69,8;87,1;194,8;
Munkedal;1430;Västra Götalands län;14;Kommunal;116;69,8;87,1;194,8;
Munkfors;1762;Värmlands län;17;Samtliga;54;79,6;87,0;209,0;
Munkfors;1762;Värmlands län;17;Kommunal;54;79,6;87,0;209,0;
Mölndal;1481;Västra Götalands län;14;Samtliga;690;83,3;94,1;221,3;
Mölndal;1481;Västra Götalands län;14;Kommunal;647;83,0;94,1;220,4;
Mölndal;1481;Västra Götalands län;14;Enskild;43;88,4;~100;235,5;
Mönsterås;0861;Kalmar län;08;Samtliga;153;74,5;81,7;199,0;
Mönsterås;0861;Kalmar län;08;Kommunal;153;74,5;81,7;199,0;
Mörbylånga;0840;Kalmar län;08;Samtliga;180;91,1;95,6;211,0;
Mörbylånga;0840;Kalmar län;08;Kommunal;137;91,2;94,9;210,4;
Mörbylånga;0840;Kalmar län;08;Enskild;43;90,7;~100;213,1;
Nacka;0182;Stockholms län;01;Samtliga;1 187;85,3;94,2;238,2;
Nacka;0182;Stockholms län;01;Kommunal;957;84,6;93,5;236,8;
Nacka;0182;Stockholms län;01;Enskild;230;87,8;97,0;244,2;
Nora;1884;Örebro län;18;Samtliga;149;79,2;88,6;199,3;
Nora;1884;Örebro län;18;Kommunal;149;79,2;88,6;199,3;
Norberg;1962;Västmanlands län;19;Samtliga;56;87,5;~100;218,8;
Norberg;1962;Västmanlands län;19;Kommunal;55;89,1;~100;221,0;
Norberg;1962;Västmanlands län;19;Enskild;..;.;..;..;
Nordanstig;2132;Gävleborgs län;21;Samtliga;123;65,0;70,7;186,2;
Nordanstig;2132;Gävleborgs län;21;Kommunal;117;63,2;69,2;183,5;
Nordanstig;2132;Gävleborgs län;21;Enskild;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;81;64,2;86,4;189,4;
Nordmaling;2401;Västerbottens län;24;Kommunal;81;64,2;86,4;189,4;
Norrköping;0581;Östergötlands län;05;Samtliga;1 529;77,5;86,6;204,5;
Norrköping;0581;Östergötlands län;05;Kommunal;1 187;76,5;85,9;204,1;
Norrköping;0581;Östergötlands län;05;Enskild;342;81,4;89,1;205,9;
Norrtälje;0188;Stockholms län;01;Samtliga;649;76,9;88,6;205,9;
Norrtälje;0188;Stockholms län;01;Kommunal;578;77,2;87,4;203,9;
Norrtälje;0188;Stockholms län;01;Enskild;71;74,6;~100;221,8;
Norsjö;2417;Västerbottens län;24;Samtliga;61;78,7;83,6;207,0;
Norsjö;2417;Västerbottens län;24;Kommunal;61;78,7;83,6;207,0;
Nybro;0881;Kalmar län;08;Samtliga;233;77,3;82,0;202,9;
Nybro;0881;Kalmar län;08;Kommunal;233;77,3;82,0;202,9;
Nykvarn;0140;Stockholms län;01;Samtliga;153;86,3;~100;217,5;
Nykvarn;0140;Stockholms län;01;Kommunal;153;86,3;~100;217,5;
Nyköping;0480;Södermanlands län;04;Samtliga;671;75,5;84,6;211,7;
Nyköping;0480;Södermanlands län;04;Kommunal;505;71,7;82,0;208,4;
Nyköping;0480;Södermanlands län;04;Enskild;166;88,1;93,4;222,5;
Nynäshamn;0192;Stockholms län;01;Samtliga;279;77,8;85,3;202,0;
Nynäshamn;0192;Stockholms län;01;Kommunal;279;77,8;85,3;202,0;
Nässjö;0682;Jönköpings län;06;Samtliga;375;74,7;86,1;198,3;
Nässjö;0682;Jönköpings län;06;Kommunal;375;74,7;86,1;198,3;
Ockelbo;2101;Gävleborgs län;21;Samtliga;64;75,0;82,8;200,4;
Ockelbo;2101;Gävleborgs län;21;Kommunal;64;75,0;82,8;200,4;
Olofström;1060;Blekinge län;10;Samtliga;144;75,7;91,0;204,8;
Olofström;1060;Blekinge län;10;Kommunal;144;75,7;91,0;204,8;
Orsa;2034;Dalarnas län;20;Samtliga;83;60,2;72,3;171,2;
Orsa;2034;Dalarnas län;20;Kommunal;83;60,2;72,3;171,2;
Orust;1421;Västra Götalands län;14;Samtliga;200;84,1;92,1;221,6;
Orust;1421;Västra Götalands län;14;Kommunal;189;84,1;92,1;221,6;
Orust;1421;Västra Götalands län;14;Enskild;11;.;.;.;
Osby;1273;Skåne län;12;Samtliga;146;75,3;81,5;203,8;
Osby;1273;Skåne län;12;Kommunal;146;75,3;81,5;203,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;291;77,7;90,4;199,0;
Oskarshamn;0882;Kalmar län;08;Kommunal;291;77,7;90,4;199,0;
Ovanåker;2121;Gävleborgs län;21;Samtliga;141;77,3;85,1;206,1;
Ovanåker;2121;Gävleborgs län;21;Kommunal;141;77,3;85,1;206,1;
Oxelösund;0481;Södermanlands län;04;Samtliga;111;59,5;82,0;194,0;
Oxelösund;0481;Södermanlands län;04;Kommunal;111;59,5;82,0;194,0;
Pajala;2521;Norrbottens län;25;Samtliga;78;87,2;93,6;239,5;
Pajala;2521;Norrbottens län;25;Kommunal;74;87,8;~100;240,3;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;489;86,9;93,7;226,9;
Partille;1402;Västra Götalands län;14;Kommunal;473;86,5;93,4;226,1;
Partille;1402;Västra Götalands län;14;Enskild;16;100,0;100,0;251,6;
Perstorp;1275;Skåne län;12;Samtliga;69;78,3;85,5;218,2;
Perstorp;1275;Skåne län;12;Kommunal;69;78,3;85,5;218,2;
Piteå;2581;Norrbottens län;25;Samtliga;471;86,4;95,5;214,2;
Piteå;2581;Norrbottens län;25;Kommunal;471;86,4;95,5;214,2;
Ragunda;2303;Jämtlands län;23;Samtliga;74;77,0;83,8;198,7;
Ragunda;2303;Jämtlands län;23;Kommunal;74;77,0;83,8;198,7;
Robertsfors;2409;Västerbottens län;24;Samtliga;86;82,6;86,0;211,3;
Robertsfors;2409;Västerbottens län;24;Kommunal;86;82,6;86,0;211,3;
Ronneby;1081;Blekinge län;10;Samtliga;307;66,4;89,3;194,2;
Ronneby;1081;Blekinge län;10;Kommunal;262;63,0;88,2;193,0;
Ronneby;1081;Blekinge län;10;Enskild;45;86,7;~100;201,2;
Rättvik;2031;Dalarnas län;20;Samtliga;124;80,6;~100;208,8;
Rättvik;2031;Dalarnas län;20;Kommunal;124;80,6;~100;208,8;
Sala;1981;Västmanlands län;19;Samtliga;259;79,5;93,4;209,1;
Sala;1981;Västmanlands län;19;Kommunal;259;79,5;93,4;209,1;
Salem;0128;Stockholms län;01;Samtliga;228;83,3;90,8;219,2;
Salem;0128;Stockholms län;01;Kommunal;203;82,3;90,6;217,8;
Salem;0128;Stockholms län;01;Enskild;25;92,0;~100;230,2;
Sandviken;2181;Gävleborgs län;21;Samtliga;386;69,9;82,4;196,7;
Sandviken;2181;Gävleborgs län;21;Kommunal;348;68,4;81,9;195,0;
Sandviken;2181;Gävleborgs län;21;Enskild;38;84,2;86,8;212,2;
Sigtuna;0191;Stockholms län;01;Samtliga;533;69,2;83,3;208,5;
Sigtuna;0191;Stockholms län;01;Kommunal;396;64,4;79,0;197,0;
Sigtuna;0191;Stockholms län;01;Enskild;137;83,2;95,6;241,2;
Simrishamn;1291;Skåne län;12;Samtliga;226;72,6;80,5;197,7;
Simrishamn;1291;Skåne län;12;Kommunal;190;71,1;80,0;195,6;
Simrishamn;1291;Skåne län;12;Enskild;36;84,0;~100;213,2;
Sjöbo;1265;Skåne län;12;Samtliga;194;80,9;89,2;211,2;
Sjöbo;1265;Skåne län;12;Kommunal;192;81,8;89,1;212,0;
Sjöbo;1265;Skåne län;12;Enskild;..;.;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;230;80,0;87,4;207,7;
Skara;1495;Västra Götalands län;14;Kommunal;212;78,8;86,3;207,7;
Skara;1495;Västra Götalands län;14;Enskild;18;94,4;100,0;207,8;
Skellefteå;2482;Västerbottens län;24;Samtliga;907;81,4;91,0;206,1;
Skellefteå;2482;Västerbottens län;24;Kommunal;882;81,1;90,7;205,8;
Skellefteå;2482;Västerbottens län;24;Enskild;25;92,0;100,0;218,6;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;41;70,7;80,5;187,1;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;41;70,7;80,5;187,1;
Skurup;1264;Skåne län;12;Samtliga;179;74,3;90,5;210,9;
Skurup;1264;Skåne län;12;Kommunal;179;74,3;90,5;210,9;
Skövde;1496;Västra Götalands län;14;Samtliga;553;77,2;87,9;207,9;
Skövde;1496;Västra Götalands län;14;Kommunal;549;77,8;88,3;208,9;
Skövde;1496;Västra Götalands län;14;Enskild;..;.;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;109;71,6;89,0;197,5;
Smedjebacken;2061;Dalarnas län;20;Kommunal;109;71,6;89,0;197,5;
Sollefteå;2283;Västernorrlands län;22;Samtliga;232;80,6;84,1;194,6;
Sollefteå;2283;Västernorrlands län;22;Kommunal;232;80,6;84,1;194,6;
Sollentuna;0163;Stockholms län;01;Samtliga;901;86,5;95,0;236,5;
Sollentuna;0163;Stockholms län;01;Kommunal;696;86,9;95,1;238,6;
Sollentuna;0163;Stockholms län;01;Enskild;205;84,9;94,6;229,6;
Solna;0184;Stockholms län;01;Samtliga;420;82,0;92,6;223,5;
Solna;0184;Stockholms län;01;Kommunal;302;79,5;91,7;218,6;
Solna;0184;Stockholms län;01;Enskild;118;88,7;94,8;236,4;
Sorsele;2422;Västerbottens län;24;Samtliga;37;81,1;~100;204,2;
Sorsele;2422;Västerbottens län;24;Kommunal;37;81,1;~100;204,2;
Sotenäs;1427;Västra Götalands län;14;Samtliga;100;98,0;~100;225,6;
Sotenäs;1427;Västra Götalands län;14;Kommunal;100;98,0;~100;225,6;
Staffanstorp;1230;Skåne län;12;Samtliga;256;80,9;93,4;212,6;
Staffanstorp;1230;Skåne län;12;Kommunal;252;81,0;93,7;211,8;
Staffanstorp;1230;Skåne län;12;Enskild;..;..;..;..;
Stenungsund;1415;Västra Götalands län;14;Samtliga;297;86,9;94,3;211,2;
Stenungsund;1415;Västra Götalands län;14;Kommunal;283;86,9;94,7;210,8;
Stenungsund;1415;Västra Götalands län;14;Enskild;14;85,7;~100;218,2;
Stockholm;0180;Stockholms län;01;Samtliga;8 353;78,5;88,8;228,0;
Stockholm;0180;Stockholms län;01;Kommunal;5 959;77,0;88,0;223,7;
Stockholm;0180;Stockholms län;01;Enskild;2 394;82,2;90,8;239,3;
Storfors;1760;Värmlands län;17;Samtliga;65;80,0;~100;210,2;
Storfors;1760;Värmlands län;17;Kommunal;42;71,4;~100;189,8;
Storfors;1760;Värmlands län;17;Enskild;23;95,7;100,0;247,4;
Storuman;2421;Västerbottens län;24;Samtliga;63;85,7;90,5;212,5;
Storuman;2421;Västerbottens län;24;Kommunal;63;85,7;90,5;212,5;
Strängnäs;0486;Södermanlands län;04;Samtliga;354;77,7;88,7;208,1;
Strängnäs;0486;Södermanlands län;04;Kommunal;220;73,2;86,4;202,2;
Strängnäs;0486;Södermanlands län;04;Enskild;134;85,1;92,5;217,7;
Strömstad;1486;Västra Götalands län;14;Samtliga;115;80,0;93,9;221,6;
Strömstad;1486;Västra Götalands län;14;Kommunal;115;80,0;93,9;221,6;
Strömsund;2313;Jämtlands län;23;Samtliga;134;64,9;76,1;188,7;
Strömsund;2313;Jämtlands län;23;Kommunal;134;64,9;76,1;188,7;
Sundbyberg;0183;Stockholms län;01;Samtliga;242;69,8;85,5;208,4;
Sundbyberg;0183;Stockholms län;01;Kommunal;190;67,4;83,7;208,6;
Sundbyberg;0183;Stockholms län;01;Enskild;52;78,8;~100;207,9;
Sundsvall;2281;Västernorrlands län;22;Samtliga;1 064;71,1;83,9;197,9;
Sundsvall;2281;Västernorrlands län;22;Kommunal;832;68,5;82,1;193,0;
Sundsvall;2281;Västernorrlands län;22;Enskild;232;80,2;90,5;215,3;
Sunne;1766;Värmlands län;17;Samtliga;187;73,8;89,3;200,4;
Sunne;1766;Värmlands län;17;Kommunal;179;73,7;89,9;200,1;
Sunne;1766;Värmlands län;17;Enskild;..;..;..;..;
Surahammar;1907;Västmanlands län;19;Samtliga;99;76,8;83,8;191,2;
Surahammar;1907;Västmanlands län;19;Kommunal;99;76,8;83,8;191,2;
Svalöv;1214;Skåne län;12;Samtliga;168;62,5;78,6;184,3;
Svalöv;1214;Skåne län;12;Kommunal;145;63,4;80,0;184,8;
Svalöv;1214;Skåne län;12;Enskild;23;56,5;69,6;180,9;
Svedala;1263;Skåne län;12;Samtliga;201;84,6;91,5;213,4;
Svedala;1263;Skåne län;12;Kommunal;201;84,6;91,5;213,4;
Svenljunga;1465;Västra Götalands län;14;Samtliga;134;87,3;91,0;217,1;
Svenljunga;1465;Västra Götalands län;14;Kommunal;134;87,3;91,0;217,1;
Säffle;1785;Värmlands län;17;Samtliga;166;70,5;90,4;200,4;
Säffle;1785;Värmlands län;17;Kommunal;155;71,6;90,3;199,7;
Säffle;1785;Värmlands län;17;Enskild;11;..;~100;209,5;
Säter;2082;Dalarnas län;20;Samtliga;109;82,6;90,8;210,9;
Säter;2082;Dalarnas län;20;Kommunal;109;82,6;90,8;210,9;
Sävsjö;0684;Jönköpings län;06;Samtliga;153;72,5;82,4;198,5;
Sävsjö;0684;Jönköpings län;06;Kommunal;135;71,1;80,0;196,3;
Sävsjö;0684;Jönköpings län;06;Enskild;18;83,3;100,0;215,3;
Söderhamn;2182;Gävleborgs län;21;Samtliga;279;74,6;82,1;197,0;
Söderhamn;2182;Gävleborgs län;21;Kommunal;269;75,1;82,2;196,7;
Söderhamn;2182;Gävleborgs län;21;Enskild;10;..;..;205,5;
Söderköping;0582;Östergötlands län;05;Samtliga;205;78,0;89,3;212,5;
Söderköping;0582;Östergötlands län;05;Kommunal;186;80,6;90,9;213,0;
Söderköping;0582;Östergötlands län;05;Enskild;19;52,6;73,7;208,1;
Södertälje;0181;Stockholms län;01;Samtliga;1 073;67,4;79,8;197,8;
Södertälje;0181;Stockholms län;01;Kommunal;845;63,3;76,8;191,7;
Södertälje;0181;Stockholms län;01;Enskild;228;82,7;91,1;220,7;
Sölvesborg;1083;Blekinge län;10;Samtliga;172;71,5;83,7;199,8;
Sölvesborg;1083;Blekinge län;10;Kommunal;172;71,5;83,7;199,8;
Tanum;1435;Västra Götalands län;14;Samtliga;136;73,5;88,2;202,7;
Tanum;1435;Västra Götalands län;14;Kommunal;136;73,5;88,2;202,7;
Tibro;1472;Västra Götalands län;14;Samtliga;133;79,7;88,0;207,6;
Tibro;1472;Västra Götalands län;14;Kommunal;133;79,7;88,0;207,6;
Tidaholm;1498;Västra Götalands län;14;Samtliga;148;73,0;89,9;211,7;
Tidaholm;1498;Västra Götalands län;14;Kommunal;148;73,0;89,9;211,7;
Tierp;0360;Uppsala län;03;Samtliga;265;64,5;80,0;191,5;
Tierp;0360;Uppsala län;03;Kommunal;265;64,5;80,0;191,5;
Timrå;2262;Västernorrlands län;22;Samtliga;201;59,7;77,6;192,8;
Timrå;2262;Västernorrlands län;22;Kommunal;201;59,7;77,6;192,8;
Tingsryd;0763;Kronobergs län;07;Samtliga;140;75,7;90,7;193,8;
Tingsryd;0763;Kronobergs län;07;Kommunal;116;70,7;88,8;189,5;
Tingsryd;0763;Kronobergs län;07;Enskild;24;100,0;100,0;214,4;
Tjörn;1419;Västra Götalands län;14;Samtliga;178;85,4;91,6;214,9;
Tjörn;1419;Västra Götalands län;14;Kommunal;178;85,4;91,6;214,9;
Tomelilla;1270;Skåne län;12;Samtliga;102;67,6;77,5;192,2;
Tomelilla;1270;Skåne län;12;Kommunal;102;67,6;77,5;192,2;
Torsby;1737;Värmlands län;17;Samtliga;137;83,2;88,3;211,2;
Torsby;1737;Värmlands län;17;Kommunal;137;83,2;88,3;211,2;
Torsås;0834;Kalmar län;08;Samtliga;83;79,5;90,4;199,6;
Torsås;0834;Kalmar län;08;Kommunal;83;79,5;90,4;199,6;
Tranemo;1452;Västra Götalands län;14;Samtliga;140;65,7;75,7;189,0;
Tranemo;1452;Västra Götalands län;14;Kommunal;140;65,7;75,7;189,0;
Tranås;0687;Jönköpings län;06;Samtliga;252;72,2;81,3;199,3;
Tranås;0687;Jönköpings län;06;Kommunal;230;74,3;83,0;201,7;
Tranås;0687;Jönköpings län;06;Enskild;22;50,0;63,6;175,2;
Trelleborg;1287;Skåne län;12;Samtliga;511;75,3;87,7;207,7;
Trelleborg;1287;Skåne län;12;Kommunal;407;72,5;86,2;204,4;
Trelleborg;1287;Skåne län;12;Enskild;104;86,5;93,3;220,4;
Trollhättan;1488;Västra Götalands län;14;Samtliga;715;77,8;85,2;206,2;
Trollhättan;1488;Västra Götalands län;14;Kommunal;605;74,4;82,6;204,5;
Trollhättan;1488;Västra Götalands län;14;Enskild;110;96,4;~100;215,6;
Trosa;0488;Södermanlands län;04;Samtliga;148;79,1;89,2;207,7;
Trosa;0488;Södermanlands län;04;Kommunal;148;79,1;89,2;207,7;
Tyresö;0138;Stockholms län;01;Samtliga;536;78,9;90,9;216,4;
Tyresö;0138;Stockholms län;01;Kommunal;532;79,5;91,0;217,2;
Tyresö;0138;Stockholms län;01;Enskild;..;.;..;..;
Täby;0160;Stockholms län;01;Samtliga;1 000;86,6;95,7;241,0;
Täby;0160;Stockholms län;01;Kommunal;397;88,9;94,7;236,6;
Täby;0160;Stockholms län;01;Enskild;603;85,1;96,4;243,9;
Töreboda;1473;Västra Götalands län;14;Samtliga;125;79,2;92,0;204,5;
Töreboda;1473;Västra Götalands län;14;Kommunal;125;79,2;92,0;204,5;
Uddevalla;1485;Västra Götalands län;14;Samtliga;599;77,6;85,3;203,1;
Uddevalla;1485;Västra Götalands län;14;Kommunal;476;77,7;85,7;207,1;
Uddevalla;1485;Västra Götalands län;14;Enskild;123;77,2;83,7;187,6;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;277;72,9;81,6;203,8;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;277;72,9;81,6;203,8;
Umeå;2480;Västerbottens län;24;Samtliga;1 244;81,1;90,0;215,3;
Umeå;2480;Västerbottens län;24;Kommunal;1 075;79,9;89,0;212,9;
Umeå;2480;Västerbottens län;24;Enskild;169;90,3;~100;232,8;
Upplands Väsby;0114;Stockholms län;01;Samtliga;423;70,9;80,4;205,4;
Upplands Väsby;0114;Stockholms län;01;Kommunal;264;64,8;75,8;197,3;
Upplands Väsby;0114;Stockholms län;01;Enskild;159;81,1;88,1;218,5;
Upplands-Bro;0139;Stockholms län;01;Samtliga;258;74,8;89,5;207,8;
Upplands-Bro;0139;Stockholms län;01;Kommunal;234;78,2;90,6;209,2;
Upplands-Bro;0139;Stockholms län;01;Enskild;24;41,7;79,2;193,8;
Uppsala;0380;Uppsala län;03;Samtliga;2 120;79,8;90,3;216,9;
Uppsala;0380;Uppsala län;03;Kommunal;1 623;78,0;88,8;210,4;
Uppsala;0380;Uppsala län;03;Enskild;497;86,1;95,1;239,0;
Uppvidinge;0760;Kronobergs län;07;Samtliga;119;72,3;85,7;205,5;
Uppvidinge;0760;Kronobergs län;07;Kommunal;119;72,3;85,7;205,5;
Vadstena;0584;Östergötlands län;05;Samtliga;97;83,5;86,6;204,9;
Vadstena;0584;Östergötlands län;05;Kommunal;97;83,5;86,6;204,9;
Vaggeryd;0665;Jönköpings län;06;Samtliga;128;69,5;79,7;196,8;
Vaggeryd;0665;Jönköpings län;06;Kommunal;128;69,5;79,7;196,8;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;89;64,0;79,8;198,7;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;89;64,0;79,8;198,7;
Vallentuna;0115;Stockholms län;01;Samtliga;412;79,9;91,3;209,3;
Vallentuna;0115;Stockholms län;01;Kommunal;316;77,8;90,2;203,1;
Vallentuna;0115;Stockholms län;01;Enskild;96;86,5;94,8;230,4;
Vansbro;2021;Dalarnas län;20;Samtliga;60;95,0;~100;212,5;
Vansbro;2021;Dalarnas län;20;Kommunal;60;95,0;~100;212,5;
Vara;1470;Västra Götalands län;14;Samtliga;194;78,4;84,5;201,1;
Vara;1470;Västra Götalands län;14;Kommunal;194;78,4;84,5;201,1;
Varberg;1383;Hallands län;13;Samtliga;647;80,2;91,0;208,7;
Varberg;1383;Hallands län;13;Kommunal;616;79,7;90,7;207,7;
Varberg;1383;Hallands län;13;Enskild;31;92,6;~100;231,7;
Vaxholm;0187;Stockholms län;01;Samtliga;105;81,9;92,4;208,1;
Vaxholm;0187;Stockholms län;01;Kommunal;105;81,9;92,4;208,1;
Vellinge;1233;Skåne län;12;Samtliga;464;94,8;98,1;232,8;
Vellinge;1233;Skåne län;12;Kommunal;395;94,2;97,7;230,8;
Vellinge;1233;Skåne län;12;Enskild;69;98,6;100,0;244,6;
Vetlanda;0685;Jönköpings län;06;Samtliga;345;72,8;86,1;199,6;
Vetlanda;0685;Jönköpings län;06;Kommunal;335;73,1;86,3;200,2;
Vetlanda;0685;Jönköpings län;06;Enskild;10;..;..;179,5;
Vilhelmina;2462;Västerbottens län;24;Samtliga;90;70,0;84,4;203,7;
Vilhelmina;2462;Västerbottens län;24;Kommunal;85;70,6;83,5;203,1;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;191;73,3;84,8;202,2;
Vimmerby;0884;Kalmar län;08;Kommunal;191;73,3;84,8;202,2;
Vindeln;2404;Västerbottens län;24;Samtliga;50;86,0;~100;201,9;
Vindeln;2404;Västerbottens län;24;Kommunal;50;86,0;~100;201,9;
Vingåker;0428;Södermanlands län;04;Samtliga;114;85,1;92,1;187,8;
Vingåker;0428;Södermanlands län;04;Kommunal;114;85,1;92,1;187,8;
Vårgårda;1442;Västra Götalands län;14;Samtliga;165;77,6;89,7;207,7;
Vårgårda;1442;Västra Götalands län;14;Kommunal;165;77,6;89,7;207,7;
Vänersborg;1487;Västra Götalands län;14;Samtliga;451;73,8;87,1;203,6;
Vänersborg;1487;Västra Götalands län;14;Kommunal;391;73,1;87,2;201,5;
Vänersborg;1487;Västra Götalands län;14;Enskild;60;78,3;86,7;217,7;
Vännäs;2460;Västerbottens län;24;Samtliga;97;71,1;87,6;207,8;
Vännäs;2460;Västerbottens län;24;Kommunal;97;71,1;87,6;207,8;
Värmdö;0120;Stockholms län;01;Samtliga;439;82,0;88,8;213,6;
Värmdö;0120;Stockholms län;01;Kommunal;386;80,1;87,3;209,8;
Värmdö;0120;Stockholms län;01;Enskild;53;96,2;100,0;241,0;
Värnamo;0683;Jönköpings län;06;Samtliga;405;83,2;89,6;211,7;
Värnamo;0683;Jönköpings län;06;Kommunal;405;83,2;89,6;211,7;
Västervik;0883;Kalmar län;08;Samtliga;421;74,1;83,1;200,9;
Västervik;0883;Kalmar län;08;Kommunal;417;73,9;83,0;200,4;
Västervik;0883;Kalmar län;08;Enskild;..;..;..;..;
Västerås;1980;Västmanlands län;19;Samtliga;1 538;75,4;88,7;213,2;
Västerås;1980;Västmanlands län;19;Kommunal;1 253;77,4;87,6;211,7;
Västerås;1980;Västmanlands län;19;Enskild;285;66,1;93,5;220,0;
Växjö;0780;Kronobergs län;07;Samtliga;986;75,1;86,2;206,0;
Växjö;0780;Kronobergs län;07;Kommunal;897;74,1;85,3;204,4;
Växjö;0780;Kronobergs län;07;Enskild;89;86,3;~100;224,9;
Ydre;0512;Östergötlands län;05;Samtliga;43;88,4;~100;197,3;
Ydre;0512;Östergötlands län;05;Kommunal;43;88,4;~100;197,3;
Ystad;1286;Skåne län;12;Samtliga;332;85,8;94,6;216,2;
Ystad;1286;Skåne län;12;Kommunal;248;82,7;92,7;208,2;
Ystad;1286;Skåne län;12;Enskild;84;95,2;100,0;239,5;
Åmål;1492;Västra Götalands län;14;Samtliga;138;76,8;92,8;213,4;
Åmål;1492;Västra Götalands län;14;Kommunal;138;76,8;92,8;213,4;
Ånge;2260;Västernorrlands län;22;Samtliga;127;66,1;73,2;191,9;
Ånge;2260;Västernorrlands län;22;Kommunal;127;66,1;73,2;191,9;
Åre;2321;Jämtlands län;23;Samtliga;122;87,7;95,9;223,7;
Åre;2321;Jämtlands län;23;Kommunal;122;87,7;95,9;223,7;
Årjäng;1765;Värmlands län;17;Samtliga;108;80,6;91,7;214,6;
Årjäng;1765;Värmlands län;17;Kommunal;108;80,6;91,7;214,6;
Åsele;2463;Västerbottens län;24;Samtliga;32;84,4;~100;204,8;
Åsele;2463;Västerbottens län;24;Kommunal;32;84,4;~100;204,8;
Åstorp;1277;Skåne län;12;Samtliga;185;73,5;87,0;193,1;
Åstorp;1277;Skåne län;12;Kommunal;164;72,6;87,8;192,6;
Åstorp;1277;Skåne län;12;Enskild;21;81,0;~100;196,7;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;165;73,9;81,8;198,8;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;161;74,5;82,6;200,1;
Åtvidaberg;0561;Östergötlands län;05;Enskild;..;..;..;..;
Älmhult;0765;Kronobergs län;07;Samtliga;192;84,9;91,7;207,4;
Älmhult;0765;Kronobergs län;07;Kommunal;192;84,9;91,7;207,4;
Älvdalen;2039;Dalarnas län;20;Samtliga;63;74,6;79,4;195,7;
Älvdalen;2039;Dalarnas län;20;Kommunal;63;74,6;79,4;195,7;
Älvkarleby;0319;Uppsala län;03;Samtliga;115;74,8;90,4;189,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;69;62,3;87,0;179,4;
Älvkarleby;0319;Uppsala län;03;Enskild;46;93,5;~100;204,1;
Älvsbyn;2560;Norrbottens län;25;Samtliga;87;83,9;90,8;205,5;
Älvsbyn;2560;Norrbottens län;25;Kommunal;87;83,9;90,8;205,5;
Ängelholm;1292;Skåne län;12;Samtliga;511;83,0;90,8;213,7;
Ängelholm;1292;Skåne län;12;Kommunal;441;83,7;91,4;213,1;
Ängelholm;1292;Skåne län;12;Enskild;70;78,6;87,1;217,5;
Öckerö;1407;Västra Götalands län;14;Samtliga;146;87,0;93,2;220,5;
Öckerö;1407;Västra Götalands län;14;Kommunal;139;87,8;94,2;221,4;
Öckerö;1407;Västra Götalands län;14;Enskild;..;..;..;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;80;68,8;78,8;199,4;
Ödeshög;0509;Östergötlands län;05;Kommunal;80;68,8;78,8;199,4;
Örebro;1880;Örebro län;18;Samtliga;1 559;74,5;82,8;206,8;
Örebro;1880;Örebro län;18;Kommunal;1 253;71,5;80,0;202,0;
Örebro;1880;Örebro län;18;Enskild;306;87,2;95,2;227,1;
Örkelljunga;1257;Skåne län;12;Samtliga;114;73,7;82,5;192,0;
Örkelljunga;1257;Skåne län;12;Kommunal;101;76,2;85,1;193,1;
Örkelljunga;1257;Skåne län;12;Enskild;13;..;..;183,5;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;605;76,9;89,4;206,4;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;589;77,9;90,2;207,8;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;16;..;62,5;155,6;
