Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2016/17

;;;;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);Antal elever;Andel (%) elever;Andel som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Säter;2082;Dalarnas län;20;Samtliga;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Säter;2082;Dalarnas län;20;Kommunal;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Sävsjö;0684;Jönköpings län;06;Samtliga;127;66,1;73,2;204,8;57;44,9;75,4;86,0;231,3;70;55,1;58,6;62,9;182,3;
Sävsjö;0684;Jönköpings län;06;Kommunal;124;66,9;74,2;205,5;55;44,4;78,2;89,1;235,2;69;55,6;58,0;62,3;180,8;
Sävsjö;0684;Jönköpings län;06;Enskild;..;..;..;..;..;..;.;.;..;..;..;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;282;68,1;77,7;206,2;119;42,2;71,4;82,4;219,5;163;57,8;65,6;74,2;196,7;
Söderhamn;2182;Gävleborgs län;21;Kommunal;272;69,5;79,0;206,3;112;41,2;75,0;86,6;220,4;160;58,8;65,6;73,8;196,2;
Söderhamn;2182;Gävleborgs län;21;Enskild;10;..;..;..;..;..;..;..;..;..;..;..;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;164;74,4;81,1;216,6;82;50,0;82,9;90,2;243,3;82;50,0;65,9;72,0;189,3;
Söderköping;0582;Östergötlands län;05;Kommunal;149;73,8;80,5;214,2;69;46,3;81,2;88,4;239,3;80;53,7;67,5;73,8;192,1;
Söderköping;0582;Östergötlands län;05;Enskild;15;80,0;~100;239,7;..;..;92,3;100,0;263,7;..;..;.;.;..;
Södertälje;0181;Stockholms län;01;Samtliga;1 056;72,0;83,3;224,2;519;49,1;74,8;85,0;232,1;537;50,9;69,3;81,8;216,5;
Södertälje;0181;Stockholms län;01;Kommunal;819;68,0;81,3;217,6;417;50,9;71,5;83,2;227,1;402;49,1;64,4;79,4;207,7;
Södertälje;0181;Stockholms län;01;Enskild;237;85,7;90,3;247,3;102;43,0;88,2;92,2;252,6;135;57,0;83,7;88,9;243,2;
Sölvesborg;1083;Blekinge län;10;Samtliga;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Sölvesborg;1083;Blekinge län;10;Kommunal;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Tanum;1435;Västra Götalands län;14;Samtliga;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tanum;1435;Västra Götalands län;14;Kommunal;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tibro;1472;Västra Götalands län;14;Samtliga;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tibro;1472;Västra Götalands län;14;Kommunal;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tidaholm;1498;Västra Götalands län;14;Samtliga;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tidaholm;1498;Västra Götalands län;14;Kommunal;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tierp;0360;Uppsala län;03;Samtliga;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Tierp;0360;Uppsala län;03;Kommunal;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Timrå;2262;Västernorrlands län;22;Samtliga;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Timrå;2262;Västernorrlands län;22;Kommunal;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Tingsryd;0763;Kronobergs län;07;Samtliga;137;59,9;71,5;189,7;64;46,7;70,3;81,3;220,5;73;53,3;50,7;63,0;163,6;
Tingsryd;0763;Kronobergs län;07;Kommunal;107;57,0;67,3;185,9;49;45,8;71,4;79,6;219,5;58;54,2;44,8;56,9;158,0;
Tingsryd;0763;Kronobergs län;07;Enskild;30;70,0;~100;203,9;15;50,0;66,7;~100;223,9;15;50,0;73,3;~100;185,2;
Tjörn;1419;Västra Götalands län;14;Samtliga;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tjörn;1419;Västra Götalands län;14;Kommunal;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tomelilla;1270;Skåne län;12;Samtliga;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Tomelilla;1270;Skåne län;12;Kommunal;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Torsby;1737;Värmlands län;17;Samtliga;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsby;1737;Värmlands län;17;Kommunal;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsås;0834;Kalmar län;08;Samtliga;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Torsås;0834;Kalmar län;08;Kommunal;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Tranemo;1452;Västra Götalands län;14;Samtliga;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranemo;1452;Västra Götalands län;14;Kommunal;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranås;0687;Jönköpings län;06;Samtliga;224;76,3;81,7;217,8;95;42,4;80,0;85,3;227,1;129;57,6;73,6;79,1;211,0;
Tranås;0687;Jönköpings län;06;Kommunal;224;76,3;81,7;217,8;95;42,4;80,0;85,3;227,1;129;57,6;73,6;79,1;211,0;
Trelleborg;1287;Skåne län;12;Samtliga;458;77,3;85,4;233,4;203;44,3;83,7;90,6;255,0;255;55,7;72,2;81,2;216,2;
Trelleborg;1287;Skåne län;12;Kommunal;405;76,5;84,7;231,2;172;42,5;83,1;90,7;253,0;233;57,5;71,7;80,3;215,0;
Trelleborg;1287;Skåne län;12;Enskild;53;83,0;90,6;251,0;31;58,5;87,1;~100;266,1;22;41,5;77,3;~100;229,5;
Trollhättan;1488;Västra Götalands län;14;Samtliga;743;71,3;80,3;222,4;356;47,9;72,2;81,7;234,5;387;52,1;70,5;79,1;211,2;
Trollhättan;1488;Västra Götalands län;14;Kommunal;624;69,1;78,5;219,9;299;47,9;71,2;80,6;235,0;325;52,1;67,1;76,6;205,8;
Trollhättan;1488;Västra Götalands län;14;Enskild;119;83,2;89,9;235,7;57;47,9;77,2;87,7;232,1;62;52,1;88,7;91,9;239,0;
Trosa;0488;Södermanlands län;04;Samtliga;148;75,0;86,5;225,4;78;52,7;70,5;87,2;231,3;70;47,3;80,0;85,7;218,8;
Trosa;0488;Södermanlands län;04;Kommunal;148;75,0;86,5;225,4;78;52,7;70,5;87,2;231,3;70;47,3;80,0;85,7;218,8;
Tyresö;0138;Stockholms län;01;Samtliga;544;74,8;84,0;231,6;251;46,1;82,5;89,6;252,0;293;53,9;68,3;79,2;213,7;
Tyresö;0138;Stockholms län;01;Kommunal;485;73,8;82,9;226,0;221;45,6;82,4;89,1;247,5;264;54,4;66,7;77,7;207,7;
Tyresö;0138;Stockholms län;01;Enskild;59;83,1;~100;277,0;30;50,8;83,3;~100;284,8;29;49,2;82,8;~100;268,7;
Täby;0160;Stockholms län;01;Samtliga;1 149;88,4;92,8;261,7;558;48,6;91,4;94,8;276,7;591;51,4;85,6;90,9;247,4;
Täby;0160;Stockholms län;01;Kommunal;463;87,0;90,7;253,6;194;41,9;91,8;93,3;270,7;269;58,1;83,6;88,8;241,3;
Täby;0160;Stockholms län;01;Enskild;686;89,4;94,2;267,1;364;53,1;91,2;95,6;279,9;322;46,9;87,3;92,5;252,5;
Töreboda;1473;Västra Götalands län;14;Samtliga;94;57,4;63,8;186,2;48;51,1;62,5;70,8;212,0;46;48,9;52,2;56,5;159,8;
Töreboda;1473;Västra Götalands län;14;Kommunal;94;57,4;63,8;186,2;48;51,1;62,5;70,8;212,0;46;48,9;52,2;56,5;159,8;
Uddevalla;1485;Västra Götalands län;14;Samtliga;608;69,4;81,4;208,0;281;46,2;72,6;83,3;219,4;327;53,8;66,7;79,8;198,1;
Uddevalla;1485;Västra Götalands län;14;Kommunal;516;69,0;81,2;205,2;236;45,7;72,5;83,9;218,6;280;54,3;66,1;78,9;193,7;
Uddevalla;1485;Västra Götalands län;14;Enskild;92;71,7;82,6;224,2;45;48,9;73,3;80,0;223,8;47;51,1;70,2;85,1;224,5;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;251;63,7;76,9;211,4;120;47,8;65,8;79,2;228,8;131;52,2;61,8;74,8;194,7;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;251;63,7;76,9;211,4;120;47,8;65,8;79,2;228,8;131;52,2;61,8;74,8;194,7;
Umeå;2480;Västerbottens län;24;Samtliga;1 219;79,7;88,0;231,1;594;48,7;83,5;90,6;248,7;625;51,3;76,2;85,6;214,2;
Umeå;2480;Västerbottens län;24;Kommunal;962;79,0;87,0;229,2;465;48,3;83,2;90,1;246,8;497;51,7;75,1;84,1;212,4;
Umeå;2480;Västerbottens län;24;Enskild;257;82,5;91,8;238,2;129;50,2;84,5;92,2;255,7;128;49,8;80,5;91,4;220,7;
Upplands Väsby;0114;Stockholms län;01;Samtliga;482;72,6;80,9;232,5;217;45,0;78,8;87,1;248,5;265;55,0;67,5;75,8;218,4;
Upplands Väsby;0114;Stockholms län;01;Kommunal;295;65,1;75,6;222,6;122;41,4;70,5;82,0;236,8;173;58,6;61,3;71,1;211,4;
Upplands Väsby;0114;Stockholms län;01;Enskild;187;84,5;89,3;247,3;95;50,8;89,5;93,7;263,6;92;49,2;79,3;84,8;230,3;
Upplands-Bro;0139;Stockholms län;01;Samtliga;277;79,8;88,4;234,9;124;44,8;85,5;89,5;254,9;153;55,2;75,2;87,6;218,6;
Upplands-Bro;0139;Stockholms län;01;Kommunal;261;80,5;88,5;234,6;115;44,1;87,0;90,4;257,3;146;55,9;75,3;87,0;216,6;
Upplands-Bro;0139;Stockholms län;01;Enskild;16;68,8;~100;238,8;..;..;..;..;..;..;..;..;..;..;
Uppsala;0380;Uppsala län;03;Samtliga;2 321;75,3;83,7;232,4;1 103;47,5;82,0;88,4;249,2;1 218;52,5;69,2;79,5;217,0;
Uppsala;0380;Uppsala län;03;Kommunal;1 603;69,2;78,5;221,3;717;44,7;78,2;84,7;241,1;886;55,3;61,9;73,6;204,9;
Uppsala;0380;Uppsala län;03;Enskild;718;88,9;95,3;256,6;386;53,8;88,9;95,3;263,9;332;46,2;88,9;95,2;248,1;
Uppvidinge;0760;Kronobergs län;07;Samtliga;121;66,1;71,9;204,9;49;40,5;77,6;77,6;225,5;72;59,5;58,3;68,1;190,8;
Uppvidinge;0760;Kronobergs län;07;Kommunal;121;66,1;71,9;204,9;49;40,5;77,6;77,6;225,5;72;59,5;58,3;68,1;190,8;
Vadstena;0584;Östergötlands län;05;Samtliga;71;78,9;84,5;233,0;33;46,5;84,8;~100;253,3;38;53,5;73,7;81,6;215,4;
Vadstena;0584;Östergötlands län;05;Kommunal;71;78,9;84,5;233,0;33;46,5;84,8;~100;253,3;38;53,5;73,7;81,6;215,4;
Vaggeryd;0665;Jönköpings län;06;Samtliga;169;60,9;68,6;199,6;76;45,0;71,1;80,3;229,4;93;55,0;52,7;59,1;175,1;
Vaggeryd;0665;Jönköpings län;06;Kommunal;169;60,9;68,6;199,6;76;45,0;71,1;80,3;229,4;93;55,0;52,7;59,1;175,1;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;55;80,0;90,9;219,3;21;38,2;76,2;100,0;238,1;34;61,8;82,4;85,3;207,6;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;55;80,0;90,9;219,3;21;38,2;76,2;100,0;238,1;34;61,8;82,4;85,3;207,6;
Vallentuna;0115;Stockholms län;01;Samtliga;338;80,2;88,2;227,8;167;49,4;82,6;88,6;243,1;171;50,6;77,8;87,7;212,8;
Vallentuna;0115;Stockholms län;01;Kommunal;253;77,9;87,0;222,2;118;46,6;80,5;88,1;236,1;135;53,4;75,6;85,9;210,1;
Vallentuna;0115;Stockholms län;01;Enskild;85;87,1;91,8;244,5;49;57,6;87,8;89,8;260,6;36;42,4;86,1;~100;223,1;
Vansbro;2021;Dalarnas län;20;Samtliga;103;57,3;66,0;188,9;44;42,7;72,7;77,3;212,7;59;57,3;45,8;57,6;171,1;
Vansbro;2021;Dalarnas län;20;Kommunal;103;57,3;66,0;188,9;44;42,7;72,7;77,3;212,7;59;57,3;45,8;57,6;171,1;
Vara;1470;Västra Götalands län;14;Samtliga;187;65,8;81,3;211,6;89;47,6;68,5;83,1;231,3;98;52,4;63,3;79,6;194,1;
Vara;1470;Västra Götalands län;14;Kommunal;187;65,8;81,3;211,6;89;47,6;68,5;83,1;231,3;98;52,4;63,3;79,6;194,1;
Varberg;1383;Hallands län;13;Samtliga;664;79,5;85,4;227,4;305;45,9;84,3;88,2;240,7;359;54,1;75,5;83,0;216,0;
Varberg;1383;Hallands län;13;Kommunal;625;78,9;84,6;226,4;285;45,6;83,2;87,4;239,6;340;54,4;75,3;82,4;215,2;
Varberg;1383;Hallands län;13;Enskild;39;89,7;~100;243,4;20;51,3;100,0;100,0;255,8;19;48,7;78,9;~100;230,4;
Vaxholm;0187;Stockholms län;01;Samtliga;120;84,2;94,2;241,3;63;52,5;87,3;~100;253,4;57;47,5;80,7;~100;228,2;
Vaxholm;0187;Stockholms län;01;Kommunal;120;84,2;94,2;241,3;63;52,5;87,3;~100;253,4;57;47,5;80,7;~100;228,2;
Vellinge;1233;Skåne län;12;Samtliga;463;93,3;96,5;257,0;204;44,1;95,1;97,5;268,8;259;55,9;91,9;95,8;247,6;
Vellinge;1233;Skåne län;12;Kommunal;313;91,4;95,5;255,1;142;45,4;93,7;~100;266,1;171;54,6;89,5;94,2;245,9;
Vellinge;1233;Skåne län;12;Enskild;150;97,3;~100;260,9;62;41,3;98,4;~100;275,0;88;58,7;96,6;~100;250,9;
Vetlanda;0685;Jönköpings län;06;Samtliga;341;69,2;77,4;205,9;156;45,7;76,3;83,3;224,7;185;54,3;63,2;72,4;189,9;
Vetlanda;0685;Jönköpings län;06;Kommunal;333;69,4;77,5;206,9;150;45,0;76,7;84,0;227,4;183;55,0;63,4;72,1;190,0;
Vetlanda;0685;Jönköpings län;06;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;97;76,3;83,5;216,5;49;50,5;77,6;87,8;226,6;48;49,5;75,0;79,2;206,1;
Vilhelmina;2462;Västerbottens län;24;Kommunal;91;76,9;84,6;219,3;48;52,7;77,1;87,5;226,8;43;47,3;76,7;81,4;211,0;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;173;71,7;78,6;212,7;67;38,7;74,6;80,6;229,6;106;61,3;69,8;77,4;201,9;
Vimmerby;0884;Kalmar län;08;Kommunal;173;71,7;78,6;212,7;67;38,7;74,6;80,6;229,6;106;61,3;69,8;77,4;201,9;
Vindeln;2404;Västerbottens län;24;Samtliga;52;69,2;88,5;215,0;20;38,5;90,0;100,0;253,4;32;61,5;56,3;81,3;190,2;
Vindeln;2404;Västerbottens län;24;Kommunal;52;69,2;88,5;215,0;20;38,5;90,0;100,0;253,4;32;61,5;56,3;81,3;190,2;
Vingåker;0428;Södermanlands län;04;Samtliga;101;48,5;59,4;174,6;39;38,6;56,4;61,5;198,6;62;61,4;43,5;58,1;159,2;
Vingåker;0428;Södermanlands län;04;Kommunal;101;48,5;59,4;174,6;39;38,6;56,4;61,5;198,6;62;61,4;43,5;58,1;159,2;
Vårgårda;1442;Västra Götalands län;14;Samtliga;126;63,5;76,2;204,5;47;37,3;76,6;85,1;229,8;79;62,7;55,7;70,9;188,9;
Vårgårda;1442;Västra Götalands län;14;Kommunal;126;63,5;76,2;204,5;47;37,3;76,6;85,1;229,8;79;62,7;55,7;70,9;188,9;
Vänersborg;1487;Västra Götalands län;14;Samtliga;438;61,9;77,6;203,3;197;45,0;74,1;83,2;227,3;241;55,0;51,9;73,0;183,5;
Vänersborg;1487;Västra Götalands län;14;Kommunal;366;55,7;73,8;193,7;161;44,0;70,2;80,1;220,0;205;56,0;44,4;68,8;172,9;
Vänersborg;1487;Västra Götalands län;14;Enskild;72;93,1;~100;251,0;36;50,0;91,7;~100;259,4;36;50,0;94,4;~100;242,7;
Vännäs;2460;Västerbottens län;24;Samtliga;72;72,2;77,8;210,6;40;55,6;60,0;67,5;197,2;32;44,4;87,5;~100;227,4;
Vännäs;2460;Västerbottens län;24;Kommunal;72;72,2;77,8;210,6;40;55,6;60,0;67,5;197,2;32;44,4;87,5;~100;227,4;
Värmdö;0120;Stockholms län;01;Samtliga;454;81,5;87,9;233,8;213;46,9;85,0;91,1;252,6;241;53,1;78,4;85,1;217,3;
Värmdö;0120;Stockholms län;01;Kommunal;402;79,4;86,3;227,7;185;46,0;82,7;89,7;246,5;217;54,0;76,5;83,4;211,8;
Värmdö;0120;Stockholms län;01;Enskild;52;98,1;100,0;280,5;28;53,8;100,0;100,0;292,2;24;46,2;95,8;100,0;266,9;
Värnamo;0683;Jönköpings län;06;Samtliga;402;78,6;85,3;224,8;177;44,0;83,1;87,6;246,3;225;56,0;75,1;83,6;207,8;
Värnamo;0683;Jönköpings län;06;Kommunal;402;78,6;85,3;224,8;177;44,0;83,1;87,6;246,3;225;56,0;75,1;83,6;207,8;
Västervik;0883;Kalmar län;08;Samtliga;352;63,9;71,6;208,4;161;45,7;67,7;75,2;223,7;191;54,3;60,7;68,6;195,5;
Västervik;0883;Kalmar län;08;Kommunal;297;64,3;71,7;206,4;135;45,5;68,9;76,3;224,7;162;54,5;60,5;67,9;191,0;
Västervik;0883;Kalmar län;08;Enskild;55;61,8;70,9;219,0;26;47,3;61,5;69,2;218,3;29;52,7;62,1;72,4;219,7;
Västerås;1980;Västmanlands län;19;Samtliga;1 587;68,0;79,6;217,6;748;47,1;73,1;82,8;234,6;839;52,9;63,4;76,8;202,5;
Västerås;1980;Västmanlands län;19;Kommunal;1 034;62,6;74,2;202,9;439;42,5;67,7;77,4;220,2;595;57,5;58,8;71,8;190,0;
Västerås;1980;Västmanlands län;19;Enskild;553;78,1;89,7;245,1;309;55,9;80,9;90,3;254,9;244;44,1;74,6;88,9;232,7;
Växjö;0780;Kronobergs län;07;Samtliga;955;75,2;84,6;225,4;436;45,7;79,4;85,3;241,5;519;54,3;71,7;84,0;211,9;
Växjö;0780;Kronobergs län;07;Kommunal;766;71,8;82,4;218,7;357;46,6;77,3;84,3;236,6;409;53,4;67,0;80,7;203,2;
Växjö;0780;Kronobergs län;07;Enskild;189;88,9;93,7;252,4;79;41,8;88,6;89,9;263,4;110;58,2;89,1;~100;244,4;
Ydre;0512;Östergötlands län;05;Samtliga;43;72,1;72,1;204,2;25;58,1;72,0;72,0;204,1;18;41,9;72,2;72,2;204,4;
Ydre;0512;Östergötlands län;05;Kommunal;43;72,1;72,1;204,2;25;58,1;72,0;72,0;204,1;18;41,9;72,2;72,2;204,4;
Ystad;1286;Skåne län;12;Samtliga;344;85,2;89,8;237,6;155;45,1;88,4;90,3;255,7;189;54,9;82,5;89,4;222,5;
Ystad;1286;Skåne län;12;Kommunal;256;82,0;87,5;230,3;116;45,3;86,2;87,9;249,3;140;54,7;78,6;87,1;214,2;
Ystad;1286;Skåne län;12;Enskild;88;94,3;~100;258,4;39;44,3;94,9;~100;274,7;49;55,7;93,9;~100;245,5;
Åmål;1492;Västra Götalands län;14;Samtliga;137;69,3;81,8;223,2;61;44,5;75,4;83,6;240,9;76;55,5;64,5;80,3;209,0;
Åmål;1492;Västra Götalands län;14;Kommunal;137;69,3;81,8;223,2;61;44,5;75,4;83,6;240,9;76;55,5;64,5;80,3;209,0;
Ånge;2260;Västernorrlands län;22;Samtliga;94;68,1;72,3;203,8;48;51,1;75,0;79,2;216,7;46;48,9;60,9;65,2;188,9;
Ånge;2260;Västernorrlands län;22;Kommunal;87;65,5;70,1;197,7;45;51,7;73,3;77,8;212,5;42;48,3;57,1;61,9;180,2;
Ånge;2260;Västernorrlands län;22;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Åre;2321;Jämtlands län;23;Samtliga;116;66,4;76,7;204,1;51;44,0;70,6;86,3;224,0;65;56,0;63,1;69,2;188,6;
Åre;2321;Jämtlands län;23;Kommunal;116;66,4;76,7;204,1;51;44,0;70,6;86,3;224,0;65;56,0;63,1;69,2;188,6;
Årjäng;1765;Värmlands län;17;Samtliga;123;72,4;75,6;193,9;41;33,3;82,9;87,8;220,0;82;66,7;67,1;69,5;180,9;
Årjäng;1765;Värmlands län;17;Kommunal;123;72,4;75,6;193,9;41;33,3;82,9;87,8;220,0;82;66,7;67,1;69,5;180,9;
Åsele;2463;Västerbottens län;24;Samtliga;38;73,7;81,6;202,8;19;50,0;68,4;73,7;204,3;19;50,0;78,9;~100;201,2;
Åsele;2463;Västerbottens län;24;Kommunal;38;73,7;81,6;202,8;19;50,0;68,4;73,7;204,3;19;50,0;78,9;~100;201,2;
Åstorp;1277;Skåne län;12;Samtliga;163;63,8;76,7;198,5;81;49,7;70,4;81,5;220,4;82;50,3;57,3;72,0;177,4;
Åstorp;1277;Skåne län;12;Kommunal;163;63,8;76,7;198,5;81;49,7;70,4;81,5;220,4;82;50,3;57,3;72,0;177,4;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;113;63,7;76,1;208,8;60;53,1;65,0;76,7;217,6;53;46,9;62,3;75,5;199,1;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;113;63,7;76,1;208,8;60;53,1;65,0;76,7;217,6;53;46,9;62,3;75,5;199,1;
Älmhult;0765;Kronobergs län;07;Samtliga;167;62,9;72,5;205,3;85;50,9;74,1;81,2;232,7;82;49,1;51,2;63,4;177,2;
Älmhult;0765;Kronobergs län;07;Kommunal;167;62,9;72,5;205,3;85;50,9;74,1;81,2;232,7;82;49,1;51,2;63,4;177,2;
Älvdalen;2039;Dalarnas län;20;Samtliga;66;81,8;84,8;225,6;30;45,5;86,7;~100;240,9;36;54,5;77,8;83,3;212,8;
Älvdalen;2039;Dalarnas län;20;Kommunal;66;81,8;84,8;225,6;30;45,5;86,7;~100;240,9;36;54,5;77,8;83,3;212,8;
Älvkarleby;0319;Uppsala län;03;Samtliga;100;56,0;71,0;183,8;33;33,0;81,8;~100;221,8;67;67,0;43,3;59,7;164,1;
Älvkarleby;0319;Uppsala län;03;Kommunal;41;51,2;68,3;185,6;19;46,3;84,2;~100;227,5;22;53,7;..;45,5;147,6;
Älvkarleby;0319;Uppsala län;03;Enskild;59;59,3;72,9;182,5;14;23,7;78,6;~100;214,1;45;76,3;53,3;66,7;172,2;
Älvsbyn;2560;Norrbottens län;25;Samtliga;89;89,9;94,4;216,2;38;42,7;94,7;~100;241,7;51;57,3;86,3;~100;197,2;
Älvsbyn;2560;Norrbottens län;25;Kommunal;89;89,9;94,4;216,2;38;42,7;94,7;~100;241,7;51;57,3;86,3;~100;197,2;
Ängelholm;1292;Skåne län;12;Samtliga;415;80,7;86,3;223,7;183;44,1;88,0;91,3;246,6;232;55,9;75,0;82,3;205,3;
Ängelholm;1292;Skåne län;12;Kommunal;415;80,7;86,3;223,7;183;44,1;88,0;91,3;246,6;232;55,9;75,0;82,3;205,3;
Öckerö;1407;Västra Götalands län;14;Samtliga;184;70,1;81,5;205,6;73;39,7;69,9;80,8;207,8;111;60,3;70,3;82,0;204,2;
Öckerö;1407;Västra Götalands län;14;Kommunal;161;68,9;80,1;205,6;60;37,3;70,0;78,3;209,9;101;62,7;68,3;81,2;203,1;
Öckerö;1407;Västra Götalands län;14;Enskild;23;78,3;~100;205,7;13;56,5;..;~100;198,3;10;43,5;..;..;215,3;
Ödeshög;0509;Östergötlands län;05;Samtliga;47;76,6;85,1;216,4;21;44,7;90,5;~100;250,2;26;55,3;65,4;76,9;189,0;
Ödeshög;0509;Östergötlands län;05;Kommunal;47;76,6;85,1;216,4;21;44,7;90,5;~100;250,2;26;55,3;65,4;76,9;189,0;
Örebro;1880;Örebro län;18;Samtliga;1 606;76,9;84,1;225,5;771;48,0;78,6;85,2;234,2;835;52,0;75,3;83,1;217,5;
Örebro;1880;Örebro län;18;Kommunal;1 169;72,8;80,1;214,7;537;45,9;73,9;80,8;222,8;632;54,1;71,8;79,4;207,8;
Örebro;1880;Örebro län;18;Enskild;437;87,9;95,0;254,3;234;53,5;89,3;95,3;260,2;203;46,5;86,2;94,6;247,5;
Örkelljunga;1257;Skåne län;12;Samtliga;92;54,3;68,5;186,9;29;31,5;69,0;82,8;220,5;63;68,5;47,6;61,9;171,5;
Örkelljunga;1257;Skåne län;12;Kommunal;78;56,4;69,2;187,8;23;29,5;82,6;~100;239,2;55;70,5;45,5;60,0;166,3;
Örkelljunga;1257;Skåne län;12;Enskild;14;..;..;182,1;..;..;..;..;..;..;..;..;..;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;584;82,2;87,2;224,8;283;48,5;87,6;91,2;244,7;301;51,5;77,1;83,4;206,0;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;563;83,1;88,1;226,4;277;49,2;88,1;91,3;245,4;286;50,8;78,3;85,0;207,9;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;21;57,1;61,9;182,9;..;..;..;..;..;..;..;..;..;169,8;
Östersund;2380;Jämtlands län;23;Samtliga;612;73,2;80,9;221,6;296;48,4;79,4;84,5;236,5;316;51,6;67,4;77,5;207,4;
Östersund;2380;Jämtlands län;23;Kommunal;485;69,1;77,7;216,0;235;48,5;76,2;81,7;231,6;250;51,5;62,4;74,0;201,0;
Östersund;2380;Jämtlands län;23;Enskild;127;89,0;92,9;242,8;61;48,0;91,8;~100;255,7;66;52,0;86,4;90,9;231,1;
Österåker;0117;Stockholms län;01;Samtliga;412;83,3;92,0;246,9;188;45,6;83,5;93,1;259,1;224;54,4;83,0;91,1;236,8;
Österåker;0117;Stockholms län;01;Kommunal;304;81,9;91,1;240,8;149;49,0;83,2;93,3;254,3;155;51,0;80,6;89,0;227,8;
Österåker;0117;Stockholms län;01;Enskild;108;87,0;94,4;264,6;39;36,1;84,6;~100;277,6;69;63,9;88,4;~100;257,4;
Östhammar;0382;Uppsala län;03;Samtliga;210;68,1;79,0;211,3;99;47,1;79,8;87,9;236,8;111;52,9;57,7;71,2;187,9;
