Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2017/18

;;;;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Mölndal;1481;Västra Götalands län;14;Kommunal;598;80,8;87,1;238,9;288;48,2;83,3;88,5;252,9;310;51,8;78,4;85,8;226,0;
Mölndal;1481;Västra Götalands län;14;Enskild;79;86,1;89,9;245,5;32;40,5;78,1;84,4;243,4;47;59,5;91,5;~100;246,8;
Mönsterås;0861;Kalmar län;08;Samtliga;133;69,9;77,4;208,1;59;44,4;74,6;83,1;232,1;74;55,6;66,2;73,0;188,9;
Mönsterås;0861;Kalmar län;08;Kommunal;133;69,9;77,4;208,1;59;44,4;74,6;83,1;232,1;74;55,6;66,2;73,0;188,9;
Mörbylånga;0840;Kalmar län;08;Samtliga;162;92,6;93,8;235,6;74;45,7;95,9;~100;255,0;88;54,3;89,8;92,0;219,5;
Mörbylånga;0840;Kalmar län;08;Kommunal;106;89,6;90,6;232,0;49;46,2;93,9;~100;251,9;57;53,8;86,0;87,7;215,1;
Mörbylånga;0840;Kalmar län;08;Enskild;56;98,2;100,0;242,5;25;44,6;100,0;100,0;260,9;31;55,4;96,8;100,0;227,7;
Nacka;0182;Stockholms län;01;Samtliga;1 408;91,1;95,0;268,7;671;47,7;93,0;95,7;285,1;737;52,3;89,4;94,4;253,9;
Nacka;0182;Stockholms län;01;Kommunal;949;91,4;95,0;265,6;451;47,5;92,9;95,6;282,6;498;52,5;90,0;94,6;250,3;
Nacka;0182;Stockholms län;01;Enskild;459;90,6;95,0;275,2;220;47,9;93,2;95,9;290,4;239;52,1;88,3;94,1;261,3;
Nora;1884;Örebro län;18;Samtliga;116;76,7;85,3;209,1;58;50,0;79,3;84,5;223,6;58;50,0;74,1;86,2;194,1;
Nora;1884;Örebro län;18;Kommunal;116;76,7;85,3;209,1;58;50,0;79,3;84,5;223,6;58;50,0;74,1;86,2;194,1;
Norberg;1962;Västmanlands län;19;Samtliga;65;69,2;70,8;189,5;31;47,7;74,2;74,2;196,5;34;52,3;64,7;67,6;182,8;
Norberg;1962;Västmanlands län;19;Kommunal;65;69,2;70,8;189,5;31;47,7;74,2;74,2;196,5;34;52,3;64,7;67,6;182,8;
Nordanstig;2132;Gävleborgs län;21;Samtliga;78;62,8;82,1;196,7;41;52,6;73,2;87,8;219,5;37;47,4;51,4;75,7;170,6;
Nordanstig;2132;Gävleborgs län;21;Kommunal;73;65,8;86,3;202,0;38;52,1;78,9;~100;229,2;35;47,9;51,4;77,1;171,7;
Nordanstig;2132;Gävleborgs län;21;Enskild;..;..;..;..;..;..;.;.;..;..;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;71;78,9;90,1;227,4;34;47,9;85,3;~100;237,6;37;52,1;73,0;83,8;218,0;
Nordmaling;2401;Västerbottens län;24;Kommunal;71;78,9;90,1;227,4;34;47,9;85,3;~100;237,6;37;52,1;73,0;83,8;218,0;
Norrköping;0581;Östergötlands län;05;Samtliga;1 556;72,5;81,9;222,6;760;48,8;75,0;83,7;235,9;796;51,2;70,1;80,2;209,9;
Norrköping;0581;Östergötlands län;05;Kommunal;1 105;68,3;77,6;213,2;542;49,0;71,6;81,2;229,6;563;51,0;65,2;74,1;197,6;
Norrköping;0581;Östergötlands län;05;Enskild;451;82,7;92,5;245,2;218;48,3;83,5;89,9;251,6;233;51,7;82,0;94,8;239,3;
Norrtälje;0188;Stockholms län;01;Samtliga;647;77,6;85,2;232,2;322;49,8;81,7;87,9;249,2;325;50,2;73,5;82,5;215,2;
Norrtälje;0188;Stockholms län;01;Kommunal;530;77,0;84,3;228,2;260;49,1;81,5;87,7;246,8;270;50,9;72,6;81,1;210,0;
Norrtälje;0188;Stockholms län;01;Enskild;117;80,3;88,9;250,1;62;53,0;82,3;88,7;258,9;55;47,0;78,2;89,1;240,1;
Norsjö;2417;Västerbottens län;24;Samtliga;50;86,0;~100;222,7;26;52,0;92,3;~100;244,6;24;48,0;79,2;~100;198,9;
Norsjö;2417;Västerbottens län;24;Kommunal;50;86,0;~100;222,7;26;52,0;92,3;~100;244,6;24;48,0;79,2;~100;198,9;
Nybro;0881;Kalmar län;08;Samtliga;215;66,0;75,3;212,5;90;41,9;74,4;82,2;224,4;125;58,1;60,0;70,4;203,6;
Nybro;0881;Kalmar län;08;Kommunal;215;66,0;75,3;212,5;90;41,9;74,4;82,2;224,4;125;58,1;60,0;70,4;203,6;
Nykvarn;0140;Stockholms län;01;Samtliga;163;89,6;95,7;237,8;74;45,4;89,2;~100;240,7;89;54,6;89,9;94,4;235,4;
Nykvarn;0140;Stockholms län;01;Kommunal;163;89,6;95,7;237,8;74;45,4;89,2;~100;240,7;89;54,6;89,9;94,4;235,4;
Nyköping;0480;Södermanlands län;04;Samtliga;621;70,9;82,4;216,3;281;45,2;71,2;82,9;225,7;340;54,8;70,6;82,1;208,4;
Nyköping;0480;Södermanlands län;04;Kommunal;420;66,2;80,5;208,3;186;44,3;65,6;79,6;215,3;234;55,7;66,7;81,2;202,6;
Nyköping;0480;Södermanlands län;04;Enskild;201;80,6;86,6;232,4;95;47,3;82,1;89,5;245,4;106;52,7;79,2;84,0;220,8;
Nynäshamn;0192;Stockholms län;01;Samtliga;268;70,9;84,0;214,6;142;53,0;76,1;85,9;233,8;126;47,0;65,1;81,7;192,7;
Nynäshamn;0192;Stockholms län;01;Kommunal;268;70,9;84,0;214,6;142;53,0;76,1;85,9;233,8;126;47,0;65,1;81,7;192,7;
Nässjö;0682;Jönköpings län;06;Samtliga;356;69,1;81,5;211,8;176;49,4;72,2;82,4;222,5;180;50,6;66,1;80,6;201,3;
Nässjö;0682;Jönköpings län;06;Kommunal;356;69,1;81,5;211,8;176;49,4;72,2;82,4;222,5;180;50,6;66,1;80,6;201,3;
Ockelbo;2101;Gävleborgs län;21;Samtliga;43;74,4;79,1;205,5;27;62,8;74,1;81,5;211,4;16;37,2;75,0;~100;195,0;
Ockelbo;2101;Gävleborgs län;21;Kommunal;43;74,4;79,1;205,5;27;62,8;74,1;81,5;211,4;16;37,2;75,0;~100;195,0;
Olofström;1060;Blekinge län;10;Samtliga;125;71,2;85,6;211,5;60;48,0;85,0;86,7;240,4;65;52,0;58,5;84,6;184,8;
Olofström;1060;Blekinge län;10;Kommunal;125;71,2;85,6;211,5;60;48,0;85,0;86,7;240,4;65;52,0;58,5;84,6;184,8;
Orsa;2034;Dalarnas län;20;Samtliga;83;55,4;71,1;190,2;46;55,4;56,5;71,7;205,4;37;44,6;54,1;70,3;170,9;
Orsa;2034;Dalarnas län;20;Kommunal;83;55,4;71,1;190,2;46;55,4;56,5;71,7;205,4;37;44,6;54,1;70,3;170,9;
Orust;1421;Västra Götalands län;14;Samtliga;163;65,6;78,5;211,8;86;52,8;67,4;82,6;222,6;77;47,2;63,6;74,0;200,0;
Orust;1421;Västra Götalands län;14;Kommunal;155;64,5;78,1;209,9;82;52,9;67,1;82,9;222,0;73;47,1;61,6;72,6;196,7;
Orust;1421;Västra Götalands län;14;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;143;69,9;78,3;216,0;70;49,0;71,4;78,6;231,2;73;51,0;68,5;78,1;200,8;
Osby;1273;Skåne län;12;Kommunal;143;69,9;78,3;216,0;70;49,0;71,4;78,6;231,2;73;51,0;68,5;78,1;200,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;347;80,4;87,6;225,0;178;51,3;83,1;91,0;231,7;169;48,7;77,5;84,0;217,8;
Oskarshamn;0882;Kalmar län;08;Kommunal;347;80,4;87,6;225,0;178;51,3;83,1;91,0;231,7;169;48,7;77,5;84,0;217,8;
Ovanåker;2121;Gävleborgs län;21;Samtliga;115;67,0;79,1;217,4;54;47,0;83,3;85,2;247,5;61;53,0;52,5;73,8;190,4;
Ovanåker;2121;Gävleborgs län;21;Kommunal;115;67,0;79,1;217,4;54;47,0;83,3;85,2;247,5;61;53,0;52,5;73,8;190,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;85;69,4;81,2;201,6;35;41,2;71,4;82,9;223,6;50;58,8;68,0;80,0;186,3;
Oxelösund;0481;Södermanlands län;04;Kommunal;85;69,4;81,2;201,6;35;41,2;71,4;82,9;223,6;50;58,8;68,0;80,0;186,3;
Pajala;2521;Norrbottens län;25;Samtliga;68;66,2;76,5;224,1;36;52,9;83,3;~100;256,4;32;47,1;46,9;56,3;186,5;
Pajala;2521;Norrbottens län;25;Kommunal;60;61,7;73,3;218,6;33;55,0;81,8;~100;254,8;27;45,0;37,0;48,1;172,6;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;474;78,5;86,5;237,3;224;47,3;79,0;84,8;247,9;250;52,7;78,0;88,0;227,9;
Partille;1402;Västra Götalands län;14;Kommunal;454;77,8;85,9;235,9;211;46,5;77,7;83,9;246,7;243;53,5;77,8;87,7;226,6;
Partille;1402;Västra Götalands län;14;Enskild;20;95,0;100,0;269,4;..;..;100,0;100,0;266,9;..;..;..;..;..;
Perstorp;1275;Skåne län;12;Samtliga;85;75,3;83,5;214,5;39;45,9;87,2;~100;239,3;46;54,1;65,2;73,9;192,9;
Perstorp;1275;Skåne län;12;Kommunal;85;75,3;83,5;214,5;39;45,9;87,2;~100;239,3;46;54,1;65,2;73,9;192,9;
Piteå;2581;Norrbottens län;25;Samtliga;451;83,1;90,7;229,1;203;45,0;87,7;93,1;243,4;248;55,0;79,4;88,7;217,2;
Piteå;2581;Norrbottens län;25;Kommunal;451;83,1;90,7;229,1;203;45,0;87,7;93,1;243,4;248;55,0;79,4;88,7;217,2;
Ragunda;2303;Jämtlands län;23;Samtliga;73;63,0;78,1;209,8;36;49,3;66,7;~100;228,5;37;50,7;59,5;67,6;190,6;
Ragunda;2303;Jämtlands län;23;Kommunal;73;63,0;78,1;209,8;36;49,3;66,7;~100;228,5;37;50,7;59,5;67,6;190,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;71;78,9;87,3;225,4;40;56,3;80,0;~100;235,4;31;43,7;77,4;83,9;212,1;
Robertsfors;2409;Västerbottens län;24;Kommunal;71;78,9;87,3;225,4;40;56,3;80,0;~100;235,4;31;43,7;77,4;83,9;212,1;
Ronneby;1081;Blekinge län;10;Samtliga;332;69,3;79,2;212,8;148;44,6;74,3;81,8;231,5;184;55,4;65,2;77,2;197,7;
Ronneby;1081;Blekinge län;10;Kommunal;287;69,3;78,4;212,0;137;47,7;75,2;81,8;232,6;150;52,3;64,0;75,3;193,2;
Ronneby;1081;Blekinge län;10;Enskild;45;68,9;84,4;217,6;11;24,4;..;..;218,2;34;75,6;70,6;85,3;217,4;
Rättvik;2031;Dalarnas län;20;Samtliga;135;74,1;88,9;205,7;59;43,7;67,8;86,4;216,0;76;56,3;78,9;90,8;197,6;
Rättvik;2031;Dalarnas län;20;Kommunal;135;74,1;88,9;205,7;59;43,7;67,8;86,4;216,0;76;56,3;78,9;90,8;197,6;
Sala;1981;Västmanlands län;19;Samtliga;231;74,5;87,0;219,8;104;45,0;81,7;~100;235,7;127;55,0;68,5;79,5;206,4;
Sala;1981;Västmanlands län;19;Kommunal;231;74,5;87,0;219,8;104;45,0;81,7;~100;235,7;127;55,0;68,5;79,5;206,4;
Salem;0128;Stockholms län;01;Samtliga;224;86,6;92,4;249,1;103;46,0;83,5;91,3;255,7;121;54,0;89,3;93,4;243,4;
Salem;0128;Stockholms län;01;Kommunal;198;87,9;92,4;251,8;92;46,5;84,8;91,3;258,0;106;53,5;90,6;93,4;246,3;
Salem;0128;Stockholms län;01;Enskild;26;76,9;~100;228,8;11;42,3;..;~100;236,4;15;57,7;80,0;~100;223,3;
Sandviken;2181;Gävleborgs län;21;Samtliga;431;63,1;78,2;206,8;207;48,0;69,1;81,6;228,1;224;52,0;57,6;75,0;187,1;
Sandviken;2181;Gävleborgs län;21;Kommunal;409;61,9;77,5;204,4;192;46,9;67,7;80,7;224,7;217;53,1;56,7;74,7;186,5;
Sandviken;2181;Gävleborgs län;21;Enskild;22;86,4;~100;250,3;..;..;86,7;~100;271,2;..;..;..;..;..;
Sigtuna;0191;Stockholms län;01;Samtliga;574;82,4;88,2;237,2;287;50,0;84,9;89,7;246,1;287;50,0;80,0;86,7;228,5;
Sigtuna;0191;Stockholms län;01;Kommunal;373;78,8;85,0;226,7;184;49,3;81,0;87,0;235,7;189;50,7;76,7;83,1;218,1;
Sigtuna;0191;Stockholms län;01;Enskild;201;92,5;~100;266,1;103;51,2;95,6;~100;273,7;98;48,8;89,4;~100;258,2;
Simrishamn;1291;Skåne län;12;Samtliga;220;65,5;76,8;212,6;112;50,9;72,3;79,5;229,2;108;49,1;58,3;74,1;195,2;
Simrishamn;1291;Skåne län;12;Kommunal;170;62,9;74,7;209,9;81;47,6;70,4;77,8;229,0;89;52,4;56,2;71,9;192,2;
Simrishamn;1291;Skåne län;12;Enskild;50;74,0;84,0;221,9;31;62,0;77,4;83,9;229,8;19;38,0;68,4;~100;208,8;
Sjöbo;1265;Skåne län;12;Samtliga;170;74,7;82,9;220,5;79;46,5;81,0;88,6;239,7;91;53,5;69,2;78,0;203,9;
Sjöbo;1265;Skåne län;12;Kommunal;166;75,3;83,7;221,8;79;47,6;81,0;88,6;239,7;87;52,4;70,1;79,3;205,6;
Sjöbo;1265;Skåne län;12;Enskild;..;..;..;..;..;..;.;.;.;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;201;72,6;84,6;208,1;100;49,8;78,0;85,0;218,1;101;50,2;67,3;84,2;198,2;
Skara;1495;Västra Götalands län;14;Kommunal;165;69,7;83,6;203,3;85;51,5;77,6;84,7;215,1;80;48,5;61,3;82,5;190,8;
Skara;1495;Västra Götalands län;14;Enskild;36;86,1;~100;229,7;15;41,7;80,0;~100;234,7;21;58,3;90,5;~100;226,1;
Skellefteå;2482;Västerbottens län;24;Samtliga;854;75,9;82,9;216,8;419;49,1;80,4;86,4;233,2;435;50,9;71,5;79,5;200,9;
Skellefteå;2482;Västerbottens län;24;Kommunal;830;75,4;82,7;216,0;405;48,8;80,2;86,4;232,8;425;51,2;70,8;79,1;199,8;
Skellefteå;2482;Västerbottens län;24;Enskild;24;91,7;~100;245,8;14;58,3;85,7;~100;243,9;10;41,7;100,0;100,0;248,5;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;28;67,9;78,6;209,3;..;..;..;..;..;..;..;68,4;~100;200,8;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;28;67,9;78,6;209,3;..;..;..;..;..;..;..;68,4;~100;200,8;
Skurup;1264;Skåne län;12;Samtliga;176;76,1;85,8;224,5;86;48,9;80,2;90,7;229,9;90;51,1;72,2;81,1;219,2;
Skurup;1264;Skåne län;12;Kommunal;176;76,1;85,8;224,5;86;48,9;80,2;90,7;229,9;90;51,1;72,2;81,1;219,2;
Skövde;1496;Västra Götalands län;14;Samtliga;585;72,8;82,2;222,7;274;46,8;75,2;84,7;233,3;311;53,2;70,7;80,1;213,3;
Skövde;1496;Västra Götalands län;14;Kommunal;585;72,8;82,2;222,7;274;46,8;75,2;84,7;233,3;311;53,2;70,7;80,1;213,3;
Smedjebacken;2061;Dalarnas län;20;Samtliga;91;70,3;92,3;221,8;46;50,5;82,6;~100;241,4;45;49,5;57,8;88,9;201,3;
Smedjebacken;2061;Dalarnas län;20;Kommunal;91;70,3;92,3;221,8;46;50,5;82,6;~100;241,4;45;49,5;57,8;88,9;201,3;
Sollefteå;2283;Västernorrlands län;22;Samtliga;208;65,4;75,5;198,5;97;46,6;72,2;78,4;216,0;111;53,4;59,5;73,0;182,9;
Sollefteå;2283;Västernorrlands län;22;Kommunal;208;65,4;75,5;198,5;97;46,6;72,2;78,4;216,0;111;53,4;59,5;73,0;182,9;
Sollentuna;0163;Stockholms län;01;Samtliga;998;86,7;91,3;258,8;476;47,7;86,8;92,0;270,2;522;52,3;86,6;90,6;248,3;
Sollentuna;0163;Stockholms län;01;Kommunal;775;86,1;90,2;258,3;365;47,1;87,1;91,8;271,5;410;52,9;85,1;88,8;246,5;
Sollentuna;0163;Stockholms län;01;Enskild;223;88,8;95,1;260,4;111;49,8;85,6;92,8;265,9;112;50,2;92,0;~100;254,9;
Solna;0184;Stockholms län;01;Samtliga;450;75,1;85,6;235,2;212;47,1;76,9;90,6;247,2;238;52,9;73,5;81,1;224,4;
Solna;0184;Stockholms län;01;Kommunal;295;72,9;83,7;230,2;122;41,4;73,8;88,5;239,4;173;58,6;72,3;80,3;223,6;
Solna;0184;Stockholms län;01;Enskild;155;79,4;89,0;244,9;90;58,1;81,1;93,3;257,9;65;41,9;76,9;83,1;226,4;
Sorsele;2422;Västerbottens län;24;Samtliga;17;..;..;183,1;..;..;..;..;..;..;..;..;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;17;..;..;183,1;..;..;..;..;..;..;..;..;..;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;76;71,1;81,6;214,7;41;53,9;75,6;85,4;222,4;35;46,1;65,7;77,1;205,6;
Sotenäs;1427;Västra Götalands län;14;Kommunal;76;71,1;81,6;214,7;41;53,9;75,6;85,4;222,4;35;46,1;65,7;77,1;205,6;
Staffanstorp;1230;Skåne län;12;Samtliga;309;75,7;83,5;227,6;139;45,0;79,1;84,9;245,0;170;55,0;72,9;82,4;213,6;
Staffanstorp;1230;Skåne län;12;Kommunal;309;75,7;83,5;227,6;139;45,0;79,1;84,9;245,0;170;55,0;72,9;82,4;213,6;
Stenungsund;1415;Västra Götalands län;14;Samtliga;326;78,2;86,2;224,2;149;45,7;82,6;91,3;247,7;177;54,3;74,6;81,9;204,3;
Stenungsund;1415;Västra Götalands län;14;Kommunal;308;77,6;85,4;222,6;141;45,8;81,6;90,8;246,0;167;54,2;74,3;80,8;202,6;
Stenungsund;1415;Västra Götalands län;14;Enskild;18;88,9;100,0;251,3;..;..;..;..;..;..;..;..;100,0;230,8;
Stockholm;0180;Stockholms län;01;Samtliga;9 457;80,6;88,8;251,0;4 634;49,0;82,6;90,2;262,3;4 823;51,0;78,7;87,5;240,1;
Stockholm;0180;Stockholms län;01;Kommunal;5 791;79,2;86,9;245,7;2 738;47,3;81,2;88,2;256,7;3 053;52,7;77,3;85,6;235,7;
Stockholm;0180;Stockholms län;01;Enskild;3 666;83,1;92,0;259,7;1 896;51,7;84,8;93,1;270,6;1 770;48,3;81,2;90,9;248,0;
Storfors;1760;Värmlands län;17;Samtliga;71;95,8;~100;244,7;31;43,7;90,3;~100;251,1;40;56,3;100,0;100,0;239,7;
Storfors;1760;Värmlands län;17;Kommunal;50;94,0;~100;232,3;23;46,0;87,0;~100;240,1;27;54,0;100,0;100,0;225,6;
Storfors;1760;Värmlands län;17;Enskild;21;100,0;100,0;274,2;..;..;..;..;..;..;..;100,0;100,0;268,8;
Storuman;2421;Västerbottens län;24;Samtliga;52;82,7;88,5;228,6;26;50,0;76,9;~100;233,8;26;50,0;88,5;~100;223,3;
Storuman;2421;Västerbottens län;24;Kommunal;52;82,7;88,5;228,6;26;50,0;76,9;~100;233,8;26;50,0;88,5;~100;223,3;
Strängnäs;0486;Södermanlands län;04;Samtliga;432;72,9;83,6;223,0;221;51,2;76,5;85,5;237,8;211;48,8;69,2;81,5;207,2;
Strängnäs;0486;Södermanlands län;04;Kommunal;247;65,2;78,5;206,5;104;42,1;67,3;78,8;216,3;143;57,9;63,6;78,3;199,3;
Strängnäs;0486;Södermanlands län;04;Enskild;185;83,2;90,3;244,4;117;63,2;84,6;91,5;256,6;68;36,8;80,9;88,2;223,5;
Strömstad;1486;Västra Götalands län;14;Samtliga;131;72,5;80,2;220,6;65;49,6;75,4;84,6;235,7;66;50,4;69,7;75,8;205,4;
Strömstad;1486;Västra Götalands län;14;Kommunal;131;72,5;80,2;220,6;65;49,6;75,4;84,6;235,7;66;50,4;69,7;75,8;205,4;
Strömsund;2313;Jämtlands län;23;Samtliga;116;70,7;75,9;197,1;53;45,7;83,0;83,0;223,9;63;54,3;60,3;69,8;174,6;
Strömsund;2313;Jämtlands län;23;Kommunal;116;70,7;75,9;197,1;53;45,7;83,0;83,0;223,9;63;54,3;60,3;69,8;174,6;
Sundbyberg;0183;Stockholms län;01;Samtliga;368;67,7;81,3;230,3;206;56,0;72,8;85,9;248,0;162;44,0;61,1;75,3;207,2;
Sundbyberg;0183;Stockholms län;01;Kommunal;224;63,8;75,9;217,1;114;50,9;73,7;83,3;240,8;110;49,1;53,6;68,2;191,8;
Sundbyberg;0183;Stockholms län;01;Enskild;144;73,6;89,6;250,7;92;63,9;71,7;89,1;256,8;52;36,1;76,9;90,4;239,8;
Sundsvall;2281;Västernorrlands län;22;Samtliga;1 182;71,7;82,1;218,3;575;48,6;73,7;82,6;232,2;607;51,4;69,9;81,7;205,0;
Sundsvall;2281;Västernorrlands län;22;Kommunal;824;61,7;75,0;201,3;384;46,6;63,3;74,7;211,4;440;53,4;60,2;75,2;192,4;
Sundsvall;2281;Västernorrlands län;22;Enskild;358;95,0;98,6;257,1;191;53,4;94,8;~100;273,9;167;46,6;95,2;~100;237,8;
Sunne;1766;Värmlands län;17;Samtliga;116;71,6;81,0;215,9;47;40,5;76,6;85,1;233,4;69;59,5;68,1;78,3;203,9;
Sunne;1766;Värmlands län;17;Kommunal;116;71,6;81,0;215,9;47;40,5;76,6;85,1;233,4;69;59,5;68,1;78,3;203,9;
Surahammar;1907;Västmanlands län;19;Samtliga;103;77,7;~100;231,5;48;46,6;79,2;~100;241,0;55;53,4;76,4;~100;223,1;
Surahammar;1907;Västmanlands län;19;Kommunal;103;77,7;~100;231,5;48;46,6;79,2;~100;241,0;55;53,4;76,4;~100;223,1;
Svalöv;1214;Skåne län;12;Samtliga;163;57,7;77,9;201,7;71;43,6;63,4;74,6;216,3;92;56,4;53,3;80,4;190,8;
Svalöv;1214;Skåne län;12;Kommunal;135;59,3;78,5;199,0;54;40,0;70,4;77,8;220,5;81;60,0;51,9;79,0;184,9;
Svalöv;1214;Skåne län;12;Enskild;28;50,0;75,0;215,6;17;60,7;..;64,7;201,7;11;39,3;..;~100;234,5;
Svedala;1263;Skåne län;12;Samtliga;271;84,1;91,9;238,9;133;49,1;88,0;95,5;248,9;138;50,9;80,4;88,4;229,3;
Svedala;1263;Skåne län;12;Kommunal;271;84,1;91,9;238,9;133;49,1;88,0;95,5;248,9;138;50,9;80,4;88,4;229,3;
Svenljunga;1465;Västra Götalands län;14;Samtliga;127;61,4;81,9;190,4;65;51,2;63,1;84,6;197,9;62;48,8;59,7;79,0;182,1;
Svenljunga;1465;Västra Götalands län;14;Kommunal;127;61,4;81,9;190,4;65;51,2;63,1;84,6;197,9;62;48,8;59,7;79,0;182,1;
Säffle;1785;Värmlands län;17;Samtliga;197;66,5;80,2;209,6;100;50,8;71,0;82,0;226,1;97;49,2;61,9;78,4;192,9;
Säffle;1785;Värmlands län;17;Kommunal;197;66,5;80,2;209,6;100;50,8;71,0;82,0;226,1;97;49,2;61,9;78,4;192,9;
Säter;2082;Dalarnas län;20;Samtliga;86;68,6;82,6;215,9;42;48,8;73,8;81,0;234,9;44;51,2;63,6;84,1;199,1;
Säter;2082;Dalarnas län;20;Kommunal;86;68,6;82,6;215,9;42;48,8;73,8;81,0;234,9;44;51,2;63,6;84,1;199,1;
Sävsjö;0684;Jönköpings län;06;Samtliga;165;71,5;79,4;220,4;84;50,9;76,2;82,1;239,4;81;49,1;66,7;76,5;200,8;
Sävsjö;0684;Jönköpings län;06;Kommunal;146;69,2;78,1;216,8;71;48,6;74,6;81,7;237,2;75;51,4;64,0;74,7;197,5;
Sävsjö;0684;Jönköpings län;06;Enskild;19;89,5;~100;248,2;..;..;84,6;~100;251,3;..;..;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;282;71,3;83,3;222,2;132;46,8;72,0;84,1;233,3;150;53,2;70,7;82,7;212,2;
Söderhamn;2182;Gävleborgs län;21;Kommunal;272;72,8;83,5;223,5;124;45,6;75,0;84,7;237,2;148;54,4;70,9;82,4;211,7;
Söderhamn;2182;Gävleborgs län;21;Enskild;10;..;..;187,8;..;..;..;..;..;..;..;..;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;187;80,2;89,8;235,7;75;40,1;78,7;86,7;251,2;112;59,9;81,3;92,0;225,2;
Söderköping;0582;Östergötlands län;05;Kommunal;171;80,7;89,5;236,8;68;39,8;77,9;86,8;253,4;103;60,2;82,5;91,3;225,6;
Söderköping;0582;Östergötlands län;05;Enskild;16;75,0;~100;224,5;..;..;..;..;..;..;..;..;..;..;
Södertälje;0181;Stockholms län;01;Samtliga;1 069;76,4;87,7;227,1;528;49,4;81,6;90,7;243,0;541;50,6;71,3;84,8;211,4;
Södertälje;0181;Stockholms län;01;Kommunal;824;72,6;85,9;221,9;399;48,4;78,2;89,5;237,7;425;51,6;67,3;82,6;207,0;
Södertälje;0181;Stockholms län;01;Enskild;245;89,4;93,9;244,3;129;52,7;92,2;94,6;259,3;116;47,3;86,2;93,1;227,5;
Sölvesborg;1083;Blekinge län;10;Samtliga;194;68,0;74,2;211,2;81;41,8;76,5;84,0;231,0;113;58,2;61,9;67,3;196,7;
Sölvesborg;1083;Blekinge län;10;Kommunal;194;68,0;74,2;211,2;81;41,8;76,5;84,0;231,0;113;58,2;61,9;67,3;196,7;
Tanum;1435;Västra Götalands län;14;Samtliga;126;73,8;88,1;223,1;60;47,6;78,3;91,7;238,3;66;52,4;69,7;84,8;208,9;
Tanum;1435;Västra Götalands län;14;Kommunal;126;73,8;88,1;223,1;60;47,6;78,3;91,7;238,3;66;52,4;69,7;84,8;208,9;
Tibro;1472;Västra Götalands län;14;Samtliga;118;75,4;83,9;217,4;52;44,1;80,8;84,6;233,9;66;55,9;71,2;83,3;204,4;
Tibro;1472;Västra Götalands län;14;Kommunal;118;75,4;83,9;217,4;52;44,1;80,8;84,6;233,9;66;55,9;71,2;83,3;204,4;
Tidaholm;1498;Västra Götalands län;14;Samtliga;136;76,5;86,0;223,2;79;58,1;75,9;88,6;229,6;57;41,9;77,2;82,5;214,4;
Tidaholm;1498;Västra Götalands län;14;Kommunal;136;76,5;86,0;223,2;79;58,1;75,9;88,6;229,6;57;41,9;77,2;82,5;214,4;
Tierp;0360;Uppsala län;03;Samtliga;204;67,2;82,8;215,7;107;52,5;72,9;82,2;231,5;97;47,5;60,8;83,5;198,4;
Tierp;0360;Uppsala län;03;Kommunal;204;67,2;82,8;215,7;107;52,5;72,9;82,2;231,5;97;47,5;60,8;83,5;198,4;
Timrå;2262;Västernorrlands län;22;Samtliga;189;71,4;86,8;212,0;83;43,9;73,5;85,5;222,6;106;56,1;69,8;87,7;203,7;
Timrå;2262;Västernorrlands län;22;Kommunal;189;71,4;86,8;212,0;83;43,9;73,5;85,5;222,6;106;56,1;69,8;87,7;203,7;
Tingsryd;0763;Kronobergs län;07;Samtliga;136;77,2;83,1;223,0;65;47,8;87,7;90,8;254,9;71;52,2;67,6;76,1;193,4;
Tingsryd;0763;Kronobergs län;07;Kommunal;97;71,1;79,4;213,7;46;47,4;87,0;~100;250,4;51;52,6;56,9;68,6;179,3;
Tingsryd;0763;Kronobergs län;07;Enskild;39;92,3;~100;246,3;19;48,7;89,5;~100;266,4;20;51,3;95,0;~100;228,1;
Tjörn;1419;Västra Götalands län;14;Samtliga;159;83,0;86,2;232,0;77;48,4;90,9;93,5;254,2;82;51,6;75,6;79,3;210,4;
