Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2014/15

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Östersund;2380;Jämtlands län;23;Kommunal;449;82,0;89,5;232,1;
Östersund;2380;Jämtlands län;23;Enskild;108;89,8;92,6;239,8;
Österåker;0117;Stockholms län;01;Samtliga;340;83,8;90,9;227,4;
Österåker;0117;Stockholms län;01;Kommunal;246;82,9;90,2;226,3;
Österåker;0117;Stockholms län;01;Enskild;94;86,2;92,6;230,3;
Östhammar;0382;Uppsala län;03;Samtliga;208;67,3;80,3;206,4;
Östhammar;0382;Uppsala län;03;Kommunal;208;67,3;80,3;206,4;
Östra Göinge;1256;Skåne län;12;Samtliga;151;70,9;74,8;200,9;
Östra Göinge;1256;Skåne län;12;Kommunal;133;71,4;75,2;203,1;
Östra Göinge;1256;Skåne län;12;Enskild;18;66,7;72,2;185,4;
Överkalix;2513;Norrbottens län;25;Samtliga;31;93,5;~100;225,1;
Överkalix;2513;Norrbottens län;25;Kommunal;27;92,6;~100;228,4;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;54;70,4;83,3;222,1;
Övertorneå;2518;Norrbottens län;25;Kommunal;43;69,8;79,1;219,3;
Övertorneå;2518;Norrbottens län;25;Enskild;11;..;100,0;233,0;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk, ;
;engelska och matematik samt i 5 ytterligare ämnen, totalt 8 ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). ;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (17);Meritvärdet utgörs av summan av betygsvärdena för de 17 bästa betygen i elevens slutbetyg (E=10, D=12.5, C=15, B=17.5 och A=20). Det möjliga maxvärdet för varje ;
;enskild elev är 340 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått lägst betyg E i minst ett ämne. Elevernas sammanlagda poäng divideras ;
;med antal elever som fått lägst betyg E i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar slutbetyg, ingår ej.;



